episode,loss
0,4.2633914180966785
1,4.2404751161151335
2,4.232337698019939
3,4.199956733987207
4,4.214138035568064
5,4.2201503008961465
6,4.213204630048923
7,4.194230203068713
8,4.201599799895318
9,4.204934391337562
10,4.207557062631487
11,4.211392899612646
12,4.203198342281894
13,4.204494183841384
14,4.203660965999129
15,4.208077698710447
16,4.20469381331953
17,4.205362297554031
18,4.212281311384356
19,4.21018309005693
20,4.2076977598093075
21,4.203895443037751
22,4.204096426999638
23,4.200708373969424
24,4.19604622975147
25,4.193546187771721
26,4.188882478727571
27,4.183315970354172
28,4.180253643949078
29,4.1775137233295325
30,4.173904527784991
31,4.165367305182142
32,4.161938023870179
33,4.157435856780057
34,4.15166333168419
35,4.1457921380917115
36,4.14272940316832
37,4.137700659762035
38,4.132276473982635
39,4.129123738382175
40,4.124021023855796
41,4.119603093186321
42,4.1136091227225995
43,4.110134569678419
44,4.106168620722247
45,4.100830248166492
46,4.09417565351424
47,4.087813893741761
48,4.082273543303764
49,4.07570903725604
50,4.070561871965103
51,4.0633230419375455
52,4.0583401436164
53,4.050992351046558
54,4.043625790162147
55,4.036443679552923
56,4.028836018751864
57,4.022118805793662
58,4.0158448081922025
59,4.011109531192889
60,4.003475960028318
61,3.995404434470444
62,3.9879942276481195
63,3.982104129996138
64,3.9754682597237925
65,3.9702554320238894
66,3.9650335381148163
67,3.95892506389724
68,3.9516377059944245
69,3.9458360955375675
70,3.9395110775189197
71,3.934705724329714
72,3.9280483943180746
73,3.9224734101603485
74,3.9172084558130593
75,3.9120453586085056
76,3.905616903376686
77,3.8999941053181044
78,3.894149391483561
79,3.888168070393263
80,3.8837853620010834
81,3.878162311690604
82,3.8724605792816327
83,3.8662127495887173
84,3.8602302120205483
85,3.854468250499825
86,3.8487826184481913
87,3.844013808436232
88,3.83791029975392
89,3.832671113411804
90,3.826724734973857
91,3.821106387827108
92,3.814836812453741
93,3.809467309532671
94,3.80484230654604
95,3.8000501621347063
96,3.7937520516788528
97,3.788511027695321
98,3.7836528971071233
99,3.777293179545183
100,3.768464376041378
101,3.7587792333440655
102,3.7489896232685287
103,3.7403375082993504
104,3.73042802209437
105,3.7200119771993916
106,3.708913137133848
107,3.700673967917781
108,3.689573757577372
109,3.67890549593675
110,3.669430686232862
111,3.6588979912016577
112,3.650168308759843
113,3.6399422492058817
114,3.6288937503387717
115,3.617335475593451
116,3.6069746365564015
117,3.5958112885512703
118,3.583425086489669
119,3.572765454249613
120,3.5631881908855747
121,3.5531716065376644
122,3.542521137204971
123,3.531498105714639
124,3.5218098550656936
125,3.5105207588622567
126,3.5005906954459878
127,3.4906179281574983
128,3.480227888191467
129,3.470207630480321
130,3.4604843466998365
131,3.451933699106343
132,3.4408880563396895
133,3.431040881314349
134,3.422140631884016
135,3.412616228464627
136,3.4023119939381066
137,3.3932610119588404
138,3.384597138432982
139,3.375611148596468
140,3.3666739221450297
141,3.3567718940599245
142,3.348304529983497
143,3.338660898602107
144,3.3289479631658616
145,3.32036337995618
146,3.312099033121466
147,3.3043730920849863
148,3.2969515546847243
149,3.289818133642218
150,3.2816112188365207
151,3.2737336453515633
152,3.2659180413991082
153,3.2595831191854576
154,3.254457090325289
155,3.2488680416736564
156,3.2418316725753082
157,3.2350152811822954
158,3.228997583652815
159,3.221927114622548
160,3.2161569613946286
161,3.2111099020876863
162,3.2067488751078956
163,3.1999903475769162
164,3.1944246122806272
165,3.187276867810291
166,3.1807513027904006
167,3.1754403019508692
168,3.169751700893986
169,3.164081106143504
170,3.1586439142683647
171,3.151688222861105
172,3.1463158840021026
173,3.1401395978203936
174,3.1336494373690793
175,3.1272466120402003
176,3.1224733017158
177,3.1166061822733355
178,3.1107409964272112
179,3.1063029635066495
180,3.0997758125440833
181,3.093953808155949
182,3.0883875596099655
183,3.0838854354332166
184,3.07910604893505
185,3.074307998021729
186,3.069513453535779
187,3.0637608840231407
188,3.060328546722721
189,3.0551792722079183
190,3.0507283028160983
191,3.047330410957094
192,3.0435404807276765
193,3.0386963847027975
194,3.0335487951013147
195,3.0292141240653687
196,3.025468434863979
197,3.022989436473219
198,3.0210156379735156
199,3.018919012543549
200,3.014510908165746
201,3.0110115662213603
202,3.0080492455710104
203,3.004062421871038
204,2.998630815313257
205,2.9959751852635446
206,2.994227858701383
207,2.989990735434585
208,2.9867095240670456
209,2.983457614958827
210,2.97981399441695
211,2.976869049282018
212,2.97381282508747
213,2.971174676635518
214,2.9689741452253804
215,2.9657793530291174
216,2.9627284091417154
217,2.959872167181726
218,2.957137329092311
219,2.954210805032098
220,2.9514825912145968
221,2.948532176220263
222,2.945145731581678
223,2.94356743520909
224,2.941196715721365
225,2.939864631029398
226,2.9374484037559485
227,2.9351232321787517
228,2.9323793743815787
229,2.929538475055682
230,2.928050801859434
231,2.925559625998322
232,2.9240612731649223
233,2.922261017632477
234,2.920480142810005
235,2.9177506876827146
236,2.91617180844179
237,2.9136265867179536
238,2.910892793909003
239,2.9083757916345525
240,2.906468515685381
241,2.905373202658794
242,2.9029013736676457
243,2.9015927431154953
244,2.900180622072844
245,2.898936032505457
246,2.897209224249157
247,2.8952124047357075
248,2.8928044096234418
249,2.890871351068362
250,2.888417589522731
251,2.887149120103806
252,2.8852541838571666
253,2.8824041083486716
254,2.8791197002758713
255,2.875095982110041
256,2.873983324954442
257,2.8723205122123874
258,2.8683966592095773
259,2.8657801712230553
260,2.863799625822167
261,2.8622419722473076
262,2.8589524966386133
263,2.858157117910379
264,2.8570207108109043
265,2.855887027196734
266,2.8542183111656305
267,2.8516745841551967
268,2.8517770452435895
