episode,cumulative_reward,player
0,-3.5871960478663034,1
0,3.5871960478663034,2
1,-1.1320968775981228,1
1,1.1320968775981228,2
2,-0.6652043630989968,1
2,0.6652043630989968,2
3,-2.4765009570008294,1
3,2.4765009570008294,2
4,-6.3087719074809065,1
4,6.3087719074809065,2
5,-7.041525326512361,1
5,7.041525326512361,2
6,-2.354828332308534,1
6,2.354828332308534,2
7,5.611796903086164,1
7,-5.611796903086164,2
8,-3.556453469238562,1
8,3.556453469238562,2
9,-6.163701532824856,1
9,6.163701532824856,2
10,-8.591304840516486,1
10,8.591304840516486,2
11,-2.3671093687079283,1
11,2.3671093687079283,2
12,5.661047908483829,1
12,-5.661047908483829,2
13,0.06399379013339579,1
13,-0.06399379013339579,2
14,-1.6513469483370171,1
14,1.6513469483370171,2
15,0.4911463812384644,1
15,-0.4911463812384644,2
16,-6.08844192624846,1
16,6.08844192624846,2
17,-11.85643258496263,1
17,11.85643258496263,2
18,-12.673830740093537,1
18,12.673830740093537,2
19,2.020823549667212,1
19,-2.020823549667212,2
20,4.257397243900965,1
20,-4.257397243900965,2
21,3.488146657241817,1
21,-3.488146657241817,2
22,-7.117132157993364,1
22,7.117132157993364,2
23,-3.29197106744867,1
23,3.29197106744867,2
24,-4.212829456054172,1
24,4.212829456054172,2
25,2.5552226846258432,1
25,-2.5552226846258432,2
26,-11.238702518306193,1
26,11.238702518306193,2
27,3.0030050544675264,1
27,-3.0030050544675264,2
28,6.727813522458367,1
28,-6.727813522458367,2
29,14.513653467992091,1
29,-14.513653467992091,2
30,-2.28144205758847,1
30,2.28144205758847,2
31,-1.0212007143631794,1
31,1.0212007143631794,2
32,5.869078891036856,1
32,-5.869078891036856,2
33,4.898143326221778,1
33,-4.898143326221778,2
34,3.0080503441091815,1
34,-3.0080503441091815,2
35,3.5142055664970115,1
35,-3.5142055664970115,2
36,3.5657049378130274,1
36,-3.5657049378130274,2
37,-5.4199691477662455,1
37,5.4199691477662455,2
38,4.609304566176368,1
38,-4.609304566176368,2
39,2.6004381487094848,1
39,-2.6004381487094848,2
40,-2.652743946491255,1
40,2.652743946491255,2
41,-3.815272444590137,1
41,3.815272444590137,2
42,-9.771218284965789,1
42,9.771218284965789,2
43,6.964567767056984,1
43,-6.964567767056984,2
44,-2.670885809692448,1
44,2.670885809692448,2
45,9.03247979477746,1
45,-9.03247979477746,2
46,6.7382743897453246,1
46,-6.7382743897453246,2
47,2.1140143496789396,1
47,-2.1140143496789396,2
48,8.051198658764289,1
48,-8.051198658764289,2
49,1.3111739995503773,1
49,-1.3111739995503773,2
50,3.1207729504942163,1
50,-3.1207729504942163,2
51,1.2571533158212267,1
51,-1.2571533158212267,2
52,7.6541597917483974,1
52,-7.6541597917483974,2
53,5.6537637939367205,1
53,-5.6537637939367205,2
54,5.104224710784616,1
54,-5.104224710784616,2
55,6.576765699085933,1
55,-6.576765699085933,2
56,5.034158927234021,1
56,-5.034158927234021,2
57,5.720180659370999,1
57,-5.720180659370999,2
58,1.4211681087789623,1
58,-1.4211681087789623,2
59,-1.8384897789744836,1
59,1.8384897789744836,2
60,10.806666046133703,1
60,-10.806666046133703,2
61,7.215332896758515,1
61,-7.215332896758515,2
62,-8.56677904057879,1
62,8.56677904057879,2
63,2.6054950996212707,1
63,-2.6054950996212707,2
64,-5.754284879916097,1
64,5.754284879916097,2
65,7.5761540189895555,1
65,-7.5761540189895555,2
66,3.7756001596069657,1
66,-3.7756001596069657,2
67,5.315392173826707,1
67,-5.315392173826707,2
68,-10.782973805801998,1
68,10.782973805801998,2
69,-7.149334913092662,1
69,7.149334913092662,2
70,-1.5591348193482608,1
70,1.5591348193482608,2
71,-1.7185695430415477,1
71,1.7185695430415477,2
72,6.60385644036507,1
72,-6.60385644036507,2
73,5.660194687796016,1
73,-5.660194687796016,2
74,7.068919995582475,1
74,-7.068919995582475,2
75,5.342556483546105,1
75,-5.342556483546105,2
76,0.9919919524798798,1
76,-0.9919919524798798,2
77,-3.386594369427276,1
77,3.386594369427276,2
78,-1.913398099680887,1
78,1.913398099680887,2
79,-0.2712468026584717,1
79,0.2712468026584717,2
80,4.53037244297921,1
80,-4.53037244297921,2
81,1.1412522091839792,1
81,-1.1412522091839792,2
82,-5.962277128822727,1
82,5.962277128822727,2
83,-5.81071629240259,1
83,5.81071629240259,2
84,-0.4772543265112846,1
84,0.4772543265112846,2
85,2.809573591575641,1
85,-2.809573591575641,2
86,0.050394501883504125,1
86,-0.050394501883504125,2
87,11.0925812841722,1
87,-11.0925812841722,2
88,-3.7203528074190304,1
88,3.7203528074190304,2
89,1.0551638098714808,1
89,-1.0551638098714808,2
90,-0.8429978137515372,1
90,0.8429978137515372,2
91,-1.9816765531698841,1
91,1.9816765531698841,2
92,-5.343678481525698,1
92,5.343678481525698,2
93,6.98154027826492,1
93,-6.98154027826492,2
94,5.35781201862262,1
94,-5.35781201862262,2
95,3.914627974281812,1
95,-3.914627974281812,2
96,4.707053886421122,1
96,-4.707053886421122,2
97,-1.8916932328858238,1
97,1.8916932328858238,2
98,-2.1345226887031203,1
98,2.1345226887031203,2
99,-5.842652877416195,1
99,5.842652877416195,2
100,-4.867934534055666,1
100,4.867934534055666,2
101,-10.506026990950511,1
101,10.506026990950511,2
102,2.2280773056342165,1
102,-2.2280773056342165,2
103,22.15881839922529,1
103,-22.15881839922529,2
104,13.041322415960174,1
104,-13.041322415960174,2
105,-2.6512505570466707,1
105,2.6512505570466707,2
106,-9.84715410954881,1
106,9.84715410954881,2
107,2.6193739341018225,1
107,-2.6193739341018225,2
108,8.966754617914797,1
108,-8.966754617914797,2
109,13.376395077909729,1
109,-13.376395077909729,2
110,2.109055228007357,1
110,-2.109055228007357,2
111,-2.165948958755857,1
111,2.165948958755857,2
112,6.100280957275375,1
112,-6.100280957275375,2
113,-0.519963531340263,1
113,0.519963531340263,2
114,-0.4607091834606868,1
114,0.4607091834606868,2
115,2.1399542627502752,1
115,-2.1399542627502752,2
116,9.636591782764604,1
116,-9.636591782764604,2
117,-0.01151669138464736,1
117,0.01151669138464736,2
118,6.199404395412154,1
118,-6.199404395412154,2
119,16.203425284306963,1
119,-16.203425284306963,2
120,-2.6622364012354875,1
120,2.6622364012354875,2
121,6.062670036031285,1
121,-6.062670036031285,2
122,-2.4540013944319674,1
122,2.4540013944319674,2
123,-11.401851314361647,1
123,11.401851314361647,2
124,-3.1780643069800565,1
124,3.1780643069800565,2
125,0.15932113475843315,1
125,-0.15932113475843315,2
126,-1.4507654088579254,1
126,1.4507654088579254,2
127,18.021321090323852,1
127,-18.021321090323852,2
128,-0.32646038486769785,1
128,0.32646038486769785,2
129,1.36652817485042,1
129,-1.36652817485042,2
130,4.553803986265855,1
130,-4.553803986265855,2
131,-1.0897302100908186,1
131,1.0897302100908186,2
132,3.154458148302476,1
132,-3.154458148302476,2
133,6.001483164796165,1
133,-6.001483164796165,2
134,8.022597337213732,1
134,-8.022597337213732,2
135,22.65796722360154,1
135,-22.65796722360154,2
136,-0.5714137161755214,1
136,0.5714137161755214,2
137,7.651943238467817,1
137,-7.651943238467817,2
138,-0.9978668682194876,1
138,0.9978668682194876,2
139,-4.580450920601742,1
139,4.580450920601742,2
140,-1.604091237453343,1
140,1.604091237453343,2
141,-1.9108626619104427,1
141,1.9108626619104427,2
142,6.863562647008806,1
142,-6.863562647008806,2
143,7.876112144306064,1
143,-7.876112144306064,2
144,-5.650677090692499,1
144,5.650677090692499,2
145,0.020921973939907957,1
145,-0.020921973939907957,2
146,16.847619085723522,1
146,-16.847619085723522,2
147,5.516673108483554,1
147,-5.516673108483554,2
148,1.9193015366469655,1
148,-1.9193015366469655,2
149,3.3013979537728555,1
149,-3.3013979537728555,2
150,0.33961106001038105,1
150,-0.33961106001038105,2
151,5.528662216904713,1
151,-5.528662216904713,2
152,4.6722013335564,1
152,-4.6722013335564,2
153,14.483904195055173,1
153,-14.483904195055173,2
154,7.460827341124847,1
154,-7.460827341124847,2
155,7.928300088825273,1
155,-7.928300088825273,2
156,6.06019863978102,1
156,-6.06019863978102,2
157,13.55470410239612,1
157,-13.55470410239612,2
158,-0.5350819782726831,1
158,0.5350819782726831,2
159,-19.992307172203606,1
159,19.992307172203606,2
160,-0.38853421204261535,1
160,0.38853421204261535,2
161,6.202812073268702,1
161,-6.202812073268702,2
162,10.818836553005985,1
162,-10.818836553005985,2
163,11.010030682021066,1
163,-11.010030682021066,2
164,4.766363174550494,1
164,-4.766363174550494,2
165,0.7959632954255691,1
165,-0.7959632954255691,2
166,9.689517882249335,1
166,-9.689517882249335,2
167,4.3180029917030565,1
167,-4.3180029917030565,2
168,1.0180800266457561,1
168,-1.0180800266457561,2
169,8.84446307243744,1
169,-8.84446307243744,2
170,2.7226070565184943,1
170,-2.7226070565184943,2
171,7.3201334829100615,1
171,-7.3201334829100615,2
172,3.061459571507886,1
172,-3.061459571507886,2
173,3.046871810454536,1
173,-3.046871810454536,2
174,4.121207636138095,1
174,-4.121207636138095,2
175,4.486995121844204,1
175,-4.486995121844204,2
176,-8.302480319883713,1
176,8.302480319883713,2
177,7.810967072965038,1
177,-7.810967072965038,2
178,7.4103229116300655,1
178,-7.4103229116300655,2
179,-11.430229127012478,1
179,11.430229127012478,2
180,6.431803884986481,1
180,-6.431803884986481,2
181,5.158559071402277,1
181,-5.158559071402277,2
182,6.081854410047734,1
182,-6.081854410047734,2
183,-10.291626203856238,1
183,10.291626203856238,2
184,6.953072566378537,1
184,-6.953072566378537,2
185,0.6441183276141558,1
185,-0.6441183276141558,2
186,-13.354183587555363,1
186,13.354183587555363,2
187,-2.970053616164815,1
187,2.970053616164815,2
188,-3.998163147791391,1
188,3.998163147791391,2
189,3.942961265955953,1
189,-3.942961265955953,2
190,-1.9001078172493386,1
190,1.9001078172493386,2
191,2.0005529521844965,1
191,-2.0005529521844965,2
192,14.390774205578735,1
192,-14.390774205578735,2
193,2.639610360759729,1
193,-2.639610360759729,2
194,7.880820603554602,1
194,-7.880820603554602,2
195,3.9280926202965416,1
195,-3.9280926202965416,2
196,-0.8136401295184253,1
196,0.8136401295184253,2
197,6.3325309944593755,1
197,-6.3325309944593755,2
198,0.6985144563342716,1
198,-0.6985144563342716,2
199,6.723662807817235,1
199,-6.723662807817235,2
200,0.3552831917518225,1
200,-0.3552831917518225,2
201,2.444625176976064,1
201,-2.444625176976064,2
202,-7.1379084710124125,1
202,7.1379084710124125,2
203,-3.084633811679178,1
203,3.084633811679178,2
204,5.418012702194879,1
204,-5.418012702194879,2
205,-3.4397950924598466,1
205,3.4397950924598466,2
206,5.5524758066259725,1
206,-5.5524758066259725,2
207,12.610560231786922,1
207,-12.610560231786922,2
208,-10.763686778992769,1
208,10.763686778992769,2
209,-10.215807080153258,1
209,10.215807080153258,2
210,-8.560404155455002,1
210,8.560404155455002,2
211,-4.714605031474784,1
211,4.714605031474784,2
212,5.2645370449745705,1
212,-5.2645370449745705,2
213,5.5502592041847265,1
213,-5.5502592041847265,2
214,-2.2122391623450777,1
214,2.2122391623450777,2
215,5.053825846247798,1
215,-5.053825846247798,2
216,3.8559137643671133,1
216,-3.8559137643671133,2
217,2.4053190588851696,1
217,-2.4053190588851696,2
218,-4.92915335399968,1
218,4.92915335399968,2
219,5.0567032586176195,1
219,-5.0567032586176195,2
220,1.7335811588953491,1
220,-1.7335811588953491,2
221,-3.5274917379273476,1
221,3.5274917379273476,2
222,-0.5537680599272947,1
222,0.5537680599272947,2
223,-0.5081086553045067,1
223,0.5081086553045067,2
224,16.06113519891133,1
224,-16.06113519891133,2
225,3.5921038442812554,1
225,-3.5921038442812554,2
226,3.9321580360291803,1
226,-3.9321580360291803,2
227,4.805158274875577,1
227,-4.805158274875577,2
228,0.9623113877705258,1
228,-0.9623113877705258,2
229,-1.695103447230354,1
229,1.695103447230354,2
230,1.4705085215747427,1
230,-1.4705085215747427,2
231,2.078417650858932,1
231,-2.078417650858932,2
232,2.652722804017751,1
232,-2.652722804017751,2
233,-9.738195640458072,1
233,9.738195640458072,2
234,-9.990314154349845,1
234,9.990314154349845,2
235,-18.697542442178793,1
235,18.697542442178793,2
236,2.598297578691968,1
236,-2.598297578691968,2
237,-1.9627459302723396,1
237,1.9627459302723396,2
238,-3.71681955523111,1
238,3.71681955523111,2
239,-13.152254771283012,1
239,13.152254771283012,2
240,0.8202402716938489,1
240,-0.8202402716938489,2
241,0.8035948345514436,1
241,-0.8035948345514436,2
242,14.578446397367001,1
242,-14.578446397367001,2
243,12.8955688358053,1
243,-12.8955688358053,2
244,-0.16715911731417793,1
244,0.16715911731417793,2
245,-7.37463754667033,1
245,7.37463754667033,2
246,1.7659274141060952,1
246,-1.7659274141060952,2
247,3.3571032624171817,1
247,-3.3571032624171817,2
248,-6.746852549871683,1
248,6.746852549871683,2
249,-2.9779677042808625,1
249,2.9779677042808625,2
250,-4.495790697896383,1
250,4.495790697896383,2
251,6.636833555923416,1
251,-6.636833555923416,2
252,2.164386768312568,1
252,-2.164386768312568,2
253,5.219911427376023,1
253,-5.219911427376023,2
254,5.081972928039682,1
254,-5.081972928039682,2
255,-1.0903973000397498,1
255,1.0903973000397498,2
256,1.1869521916661292,1
256,-1.1869521916661292,2
257,1.7452224890233383,1
257,-1.7452224890233383,2
258,13.849747541974024,1
258,-13.849747541974024,2
259,7.614317330558248,1
259,-7.614317330558248,2
260,-0.9533354637828727,1
260,0.9533354637828727,2
261,-8.319154809941494,1
261,8.319154809941494,2
262,0.39134986434066427,1
262,-0.39134986434066427,2
263,-5.795133338396524,1
263,5.795133338396524,2
264,-1.8038540643798786,1
264,1.8038540643798786,2
265,-5.543833694592653,1
265,5.543833694592653,2
266,-3.189722095606462,1
266,3.189722095606462,2
267,-1.7897207473702494,1
267,1.7897207473702494,2
268,4.798129402061197,1
268,-4.798129402061197,2
269,16.863584354945274,1
269,-16.863584354945274,2
270,5.5189051345714635,1
270,-5.5189051345714635,2
271,1.8151567303230354,1
271,-1.8151567303230354,2
272,-1.1643887718979398,1
272,1.1643887718979398,2
273,7.023015710255576,1
273,-7.023015710255576,2
274,4.4355318927142795,1
274,-4.4355318927142795,2
275,-0.21647971881238717,1
275,0.21647971881238717,2
276,5.1006748438945815,1
276,-5.1006748438945815,2
277,4.134042667318476,1
277,-4.134042667318476,2
278,-3.4758043468710884,1
278,3.4758043468710884,2
279,-3.2138424473822744,1
279,3.2138424473822744,2
280,-3.5391969564005716,1
280,3.5391969564005716,2
281,11.185117884052051,1
281,-11.185117884052051,2
282,4.062984040976195,1
