episode,loss,game
0,4.794854109783323,26666008888002255773355115555881133331144441177661100440066223366332222772244221111665533443377118877778844882855068837064
1,4.778827176788339,32222777711553311666688885500007700444422887722665555113355886622445566111144880033440066002213883333764308452365754
2,4.784994763448791,8331111335555777766660000222288886677332244441144008877882200442211005533007700668844334466226655225566415588550188012
3,4.755729360445994,63311553388221177775511880000224444665555773300886644776622554411660077110044888877883377440344514432770266828
4,4.734391954432051,46600884400445500554488118888221133886644227733775588336677661166226666887788002222006077225011223000374711070151417241128
5,4.720455794677975,1774422008888551111228877227777334433114400113355770044666655883377662211552222356600041188225644448844516
6,4.711322566720486,82288331133335500775566003322662255778811440011558877773377443388445555110066552222330044448800220188661122117344736
7,4.704540625646452,26666004477774422440000227766220055003355115555778888112255441166113388770011007442883333111188014
8,4.697418282430896,70000448833778877226611118866551166333344114455442233885588002200773311332577771177667744775844003300664433666606288
9,4.691719117750593,600005577115533117733888822226611114444886677775555113322774455006622880044330033335528441100118400864466554476337686636340207
10,4.687986466073543,7000022223333775555111177888866661166221155444433440088220066771188556655777733553311338055064482674411012
11,4.683717859577197,8226666002277770044334455336633223355554488441166446655886222005500621155228855110011113377447788338800003400814
12,4.680063253700814,155881144228866227722223322113344777755335511224466448822660000418888002255220066556688338855554737174
13,4.677234043815041,355440000662244118877442233663322004455227711778822116644775555180088884488558833446666556687222255777733844
14,4.674624489855331,35566881166550088446644553322880000220044774411440055223311333377015577225555143304466633667766086618226622773
15,4.671839527033704,70022115544880055886688222233555511444400331100887711334466777744111188447787332206337755333366276666065566416
16,4.669308934741142,30022770055774422446677552288771144881100664433111122220088663322666600772844001177885566888824550033665555335588004377661387334627733
17,4.667806033494208,65544667711338800225522447755556622337744117766888811558828770044000033007733334433110088551166611183212503657143553
18,4.666036322008749,8113377115555332222773366000088775522116688007744445577742200664466111122551146556666226673550888431172428
19,4.664485419041961,6887700223355111166338811553300556666008855033311777744880211446655552255775588447733661122227722667766442204578
20,4.66302012861275,1555533778888331133442288002222665522114411001111775511886644554444774466227777667736661566806630772400304
21,4.661542540799238,83311113377775555000066662222884444002266116655338877336600441177443344554422446811551122114800552200332270182
22,4.660155767547749,311115555777733888822662200664444007755118800552233771177008877881133335533441144330677447726185588342
23,4.659225843454126,888002222333377115577776677556633117700778822551133444466552266660011116611887733006644885588108844228244553355574
24,4.6582477633352,66688000022228855773311775511337722115500444477663355660033005522084433336677774488662244661166483322334788710
25,4.657303420962957,46611332288224433338811665555668877112233440088553366660055003300221155884477444455442277773311772222063377514
26,4.6561928681406535,233777733551155008866004444881111226611778800662255333388776666552211445566336677224466883322002288227700003300555588441185443224742
27,4.655217487149038,87733557711553311000066662222883333777744442200118866555511113344114455885566778800882277224477002211668810461646360
28,4.654604534192706,255113377775566661100003322888811557788444466773311447766441122774400442233554088555533334877222211852243870
29,4.653798808110509,73333551155000066662288887777002255557711336688552222330044881144005544111100112244445566007766116655884424753088380
30,4.6530835830249835,388882200002277773311555511666677553377444400886633221188004433336655771122442222881144887544110011113832664478560
31,4.652290519922247,46677551100668877228888663377111122115500118844440077770055885533881166117733555544113314332200003366223333004822776655780
32,4.651281854544985,377551177331155666688880000222277006633338811335577221111442255445500444466555533448866008844043302447744126648520
33,4.65018378166964,0006688881155551133773311662222552233444433330077112244770088776666556677557744663366111108664422884833553322180
34,4.64916753062262,3221133007755006611886600446666885544337777001155338805225555111144888833116622664477112222334355772288236
35,4.6485186127177,266660088117788440066338833551133774444558888664488001122227766221100552255550077228322015533330711657777024
36,4.647322947472327,8661111553333777755002266223311887788335555112200880055771177667733888433441144554477448644066
37,4.6461069001746775,7773355553311112222888833334444000066667711556611775500224433660088118866446622113322338800114822503377604
38,4.644805997975985,86666115533117733557722220000881111444466775555113377112233447700665566885588226644002288778800554411884430445077674168325278801
39,4.643178288535218,03355222244772233008888117788448855887766554444557711116622113366118866774422773377002200005500660071233321014555653343831
40,4.641286274726138,744440022223333557700888833663322553311337711772288555511114466880000334455661188115544147588765524882014362
41,4.639023845098241,033338866663322774411888877668833771166224488006655770022885522114477225533667788446755550011110055117770458822620
42,4.635756654703654,6447755557744111166663344661177222233771133004422884433558888220000665500885533881155118802556211027777340
43,4.631641520622477,13377448877004466776611443333116622335533002288226644447755886600332255550077885522220055665577338881554122111100818
44,4.626999166257407,85511335566661111000088777733117766225522333344442244886677883377227744553300338888220066002266558811243366332841401
45,4.621125305301301,766222233331155557788000077551166332288444477774455225588330011770088771111267724361188114666488866804
46,4.613982333015082,511337711557733222200007755888866661122331188444477446677006644334455550022552266556688778811663011060
47,4.605951196721805,866444466220000555511113377773322885533117788003388118833661122221155008844888477001100775577465582668240263
48,4.59651867591188,81155331177335577666600008822221166775555001188556688777744337700228888333300778844772233226422440033841444546
49,4.586085798619353,4441100001133111177662266115500336600556633884455116666777755447733558811885433442244668866532277221143008888202066407
50,4.5750202310357455,20088441100112288335533447711552222111777667722443377448855000022555566336655805573162234226644440666068
51,4.562978723032321,3552211336633338811002288665555332233448834662222447755425511558822771111464267307700008888550055676200118800312
52,4.550121211859085,54477664466558866001122227722445533775511332288223333443388336677884411663300335550442211117711807733106622002440561
53,4.537522868510854,277553344555522221177116677770011118800776622333355446644004433778877431255885566551888228836884662024
54,4.522724684306327,44400226633557755661177660044116622554422110000115522774477338833008800734588222241118811288855166
55,4.508174575043895,4668855881144111122228866337722551155003344331177006677444455554488004400224477666622665533883360007777887730182215223755784
56,4.492374095390811,3551111777755332222000066665555444488881100778800112288225577116677331144330044003333445700876686242
57,4.476738626707306,36622227777337755111100005577444488881166115500887711772211333311447766770066332200778844118808230555885544566604668436540
58,4.4614532037379515,455228844887700114400446644778800005577771155444411881111665533002266883355008855112222532213842277223622060677461
59,4.445909257732244,244446666000055777755331111338888228800117733551144555544778877222266886622702844332066336618107083740
60,4.430491027000628,5005511335577225566664400446688443311441111774444776611660022777788008883842222000322112243055547553185210
61,4.4140788534860285,65511115577333377222288880000662277558855661144441177443344771166331100440011883366660033008866882266778844842
62,4.39897845188085,2336611334444884433551100333388337722445544774400887733006622668888004422556666771111663144660077002055557766412827585
63,4.382143082148495,06611556688227733336633222244448800334433008888770077553377885511666622005500446658111144118844221133112250228711001177647
64,4.365559592915752,811113333557755662200667722337788005555331177330077445588226666114400110000441180871166336606447777634
65,4.3493291848164395,02255000066777755117722773300333366882288446633113377445588004433440655557711552222111122466268778833885543214
