episode,loss,game
66,4.333462364556938,44488884400008833441111333322112244661188774477662266660011003355004455882233116644337788557722770055554422552222002285351
67,4.316668929350953,044448866222266880055551133115533557755446677332277778877228888221111003300001144717066333366661842402
68,4.299540234515401,133555577116666002222008888337733117755887766225533444466443333005500001155110077004488684477442233226777885544540
69,4.284264369948399,6775555771133110088883322003377226644440055335588001177333344111122336633886655666688777788221166006622885477661422445254600
70,4.268413379384454,500337733448811224444666622886677115533556644007766880063111100118888221177220022227700526
71,4.251235167332141,3225588336611888822114466222244777788442233448811775511112288553377335521002388663566667700664448774800304555701080700
72,4.234914437599055,844440066222266008811115577117777555511335533336688000044116655443344883300338888220057445862446211228422502
73,4.2182894313487225,366222266888811113355775511773333440044882233771155338800555544460088420000777720664788770036774661202
74,4.202575235557708,12222886666444400008833555533117755773333777788887711118822002233442266881166005588441722174455225544665566224438007015047
75,4.186845703582225,177001188112288004433224411000077551111337722661144666644557744884477667788883388555500553300334200222277308
76,4.169389470442987,4888800222277335577115533116666004466221133337777664455668822442266555588334444117788774400551111001188114638552088400
77,4.152542907484293,8226666220000883333111155777733775533550022774400556611668811228866784411446644447344342
78,4.136077878656764,75511335577331188882222666600005566887777223377115500334422114444336644886622555533220066774400224475228655445582741
79,4.119636413348497,722886677440022771111336644338877881144116688007766554488334444226622553300115522004322124355550333137235622515857
80,4.101797724354693,8661177331122008877884488555511002288330033770077553366442266227777266677111577447763554444333344606
81,4.086080643921226,67711336688227744887722553322001144660033442211664400773300228833337760550088643311775522335555777788558841888817080
82,4.070399577222584,1226600880055558811443322886655444422001166668833885577778877330066110077222244551188231177115500002477567766348
83,4.054677751197689,5220077774444776666006677115555001111334466448800005543558888778848110022331122116622663366882288338860832223330
84,4.038940305879308,722220000555533337711116688886655003311775566444455223344228844115511881100113355885544777700778822112277467736006666325616208
85,4.023639936375,57733220000662266004455884422228822555533001100224411443344665504772277444408880877666633336611223388337522111188115
86,4.007971005925549,87722773344553388337700115555884466118888665577885544331166447755228800002200441144221111333355663322444486662066768055103
87,3.993041965620534,1333355778888666600002222330044447711118822555533668800338855883377006677221122777755220177441104887761546
88,3.9773606136713755,255772266001188115544227711110022113333556633888844005511443377661666228833003344448850446700677733600
89,3.96320210683444,8551133771155000022333311668822665577774444221100663366667755334455661111225588776600881177384411886200552244740
90,3.949221291483003,5880000666688222277771177002211337766331155554411883355004444665533223333885511228866225566005522445577243366447733407751008147401
91,3.9356111044304827,5337755117733116666000022770088882255554444556611338844221144887722440040662233332222001122883355777788118855880033415
92,3.920773188146739,84444880022223333771111775555336666225577221100113300881188661166888855115566777788220000742274652262454
93,3.906332336199717,61155557733117722220000338888665522667711337700444488223344118800554400776600664433002466333355111166668833681144701
94,3.892568885115412,333771111775522220000886666881122665555887733444433553300331166332233662288442255770022772211005500115511340044556244648
95,3.8792083958464274,155773355113377222288883311666600885500226611001111775566224444007744336677776688445588000033334411442200447711286633253308164
96,3.8653680161679533,744332222664422882233113355773300110044668866663388554444558811115511665555007711775534088877880777025722712
97,3.8514244922706906,8773311553377551111330066668888660077224444555544223322778822665500008800228844664411447811221100552255862
98,3.8382344176821688,533331111006611883388440000555577448800116688776677002244332277335544734466558866330088112211444200450076222288226666451
99,3.8249865746715153,7003300884466885533117744773344112233220000662266777711116600775588005521004488788833338866551155666633664400114433550021882423761444581
100,3.8023751687576466,3557700771188886688554433662277550055558800337722887777330088447744110011113344004442661166660000663311453
101,3.780610920195104,100551133448833008844662255007722111177002222443333223366665577886600663388773377444477771188054411445566776611553355552406842
102,3.757935587427083,1226666888822000055335555444466551177771188662277337700664477222211332233887744224411116022884011557755208
103,3.7360942341219823,6224400110033885500666677114422557700445533776611223327281133556655446644774488882155887788600077308
104,3.713667132382621,5444466660000228888771111553377331177775511448822772233880066886633662255884477667700330015664500822
105,3.693116516979129,8771144006655333322558866004466773366335511007744111166447788883311772233008844354488002200112266222244228666170000344
106,3.672073297691624,5554411774422008800337711007777887700111188116688447722665522446644413322338866776663556300227288588822522213634053133000604
107,3.650672714084869,755553311113377000022228833226666885500444477117777335522118800664433330744551155441144660244081122557864888822710
108,3.629123426013026,0666655111177775533222288005555444466881122771100331166001144772200883333000044338877888844113355002211557744552408556611882487034
109,3.607119590891257,3551111557777888822664444002233336633771122774433880077556611772255886655005555221100885534116688770044724666006670384
110,3.585368340245007,6888811115533335500006622223366113388777755554444002288441122558855778800114433445511665524663311003320776666773377448644271
111,3.5649939509947814,33344553366775588772211004422660066117744114488338844443355770011330055225511555166440022223311882200003322776857771077873240828
112,3.5431427867126994,84444882266662211333311777755553300005500335566771155772222445588336600111100447744225544114466443344086611628
113,3.5214804722871373,155331111663388882266661100550077118833660011440033002211227755558816554433377700004477887722884488024466776622074444122
114,3.4998899547494076,30088880022227777335511557711333344664422663311886600337744332288770000110077555500552200665211444411116611724
115,3.4779858801406363,655116600331188778844664444772277006688886666773333881111775500007744335522445555332255480055785588222210462
116,3.4558012331967025,244442200888800337777335555111177661100557755663311667700772233334488668822118855006600441155445522771122662226665466447788774811384
117,3.4344779326253825,1773333551155000066668888227777111144448800225522337755663366554477664411331122116011887704220388540
118,3.4129874040957544,8774400880055000022441111330011003311554477004444223322772266661148175566006633888855558863335533625527107
119,3.3909301154705314,0115577113377553322228888006611773366003388551111662266554466774400770088114444882277776644334477223333578
120,3.3699544996352544,1115500117777220088118877338866006666771100445511334400778844222211444433554411227746116633336645330555762266823
121,3.3486910706599913,066222200338888112266334488553355118866770044113366000277887744661108223311742833337455556655011166414
122,3.326548764401596,177555533113322228888666600777722006611558855778800440000550022444433442266445544882211225522335511110011462
123,3.305502080725848,71100556633223377006666446600116688550022553311887777551155226677333355886622117744555572783300882200338800448844124444028613634434247
124,3.283813576595409,73355772222331111550000666688885511775544441133337744338866558877114455662200336600777766330088005555326528201028404
125,3.2632360455661273,1008888666655115577335544440033777755222211333311887788227744111144336633002255884466480055556622660078300045306
126,3.241096253273713,344448822227777113366668800007722117700225566333311115555778833773388881144220044774455440088775588550466152
127,3.21917008963538,544222244446600552200888866556688334488002277882266776611114433003333662288518411000011331154004722537700777750638
128,3.198032225270303,155556677778800554466663388110011222288224455772233332277118855331111330088774472550066444400714433442844817655835516268615260
129,3.1766097555652664,055773355113377118888222233334444006666550077772266111155667755553311443366338866227788117766447744884422445088702
130,3.153976843159419,07744550011116688447722444488220044333344667755552211332255665577773355115533117788666622883388887233014406441266180
131,3.131920478457364,0115577113355118866665544442222770088777744000055663311116600228822112255223322647733883377885588117755553333641
132,3.1101109066842683,51133771155773322220000888866661188225555335500775566774444111100668844002266004466336655881177662277880033334486442281214
133,3.0879740264758535,62255553366558822113355110055774411884466775566440077003377663388778800116600444422227711777241112811466618668888333348531
134,3.0671541058151774,0883322660077005522006611228888222277887733884455774477668866775544665500113377116625880033336644331100002663004444853344042
135,3.045290650437291,3445500772244115555887733665544338844447777448866223322881122118888008822006600003755225566663466840
136,3.0234488771657992,033557733117755115522666688881111444422887700660004882255558855338844774411337777224455034436227788365
137,3.0021966063141146,311886677666611115555448811665577444477112255880033440011335511443322885566337733330077002233884455000044220066226605222277772411036871788
138,2.9809288694946043,04444008822666622557777553333773311778833441155112200554466111188660077222288116477002277445438771800003840106
139,2.959455153131705,10088880066665555117733775533111144224466221133554448661155002233332200007700557777887712225566338342667766404
140,2.938433669042273,2113377115577335500002266668888118800551122444433446633336655447755882200884488553322338877776677086644028835660222725
141,2.917625375142369,6881133118866442244337755336655004466772200225588221122771166335544551155226488555788003333008888338844001100628871417073211340500
142,2.897032886700625,488001166225522882266331188336666442233445588553322440044330033551177660022770000661144665500773377771155447725557844410051238
143,2.877276783544206,8444400662222660088111155773355117755550022883311663377113333666411223388005533443322004477774488554455603300118007842
144,2.8571402509849433,3118822551166775588333355338844886600870044117786113322002277443300557711001155226644668422221122844400003722445500614561123555407
145,2.8385029030879334,68888116644772255771144113311226600775511555562445533550000337733608844002200185544222277778877038
146,2.8196813454467957,02255330088444455115566007700550744111133228855220466336622280188661166665555883388777711775577881106888823572144873333140
147,2.8012912776889745,04411660000667733444433881144550022661111553333664488447711770055225555880088554352228822472200775768674
148,2.7842002446066023,7444400002266662288883333775577225511555588005566884433553344111100117711842211220081660077776610446700652277303
149,2.7679528612162723,2778822445555002288330044225511885544115588007711667755333366006644331133773344666611440266276658668877470771712
150,2.753358494129164,5111177337700002222888866553311226633448844662244778855552277772211008877550077445588225566444434166680406
151,2.7378717267336192,755337700002222551166668855554444006633113322117788338888118877336600884422882277220044880655226625741
152,2.725138722028562,4004477776655001188662277116600778822112244557706330811555533443311444422335566775513772255887734885546152
153,2.710753359265284,400886666554455002266443333446688442244448833117700553366112277880033888877114411885588110016775577337777223322225522147748207765104
154,2.699312104516992,78877664433770066660000888833886633113366550011117744110044772200775588114455228822557733334422112266223855661166840464448555354185115
155,2.6876730726855653,733881144334477444488445566770066222200887722335533776611331111001166441122115511866655002255224422746
156,2.677206851324877,200668800557777551133331188116677664444222233558833008855221177882244002288886633666600003322665555304477445544325
157,2.6660856192899702,277333377551111558888666600002233557722004444771177881188555544880055338833661122664422228066550077663400852
158,2.6555639844176646,5448877335511777700224433338811004477118855880011330000882266557722005522111144227500740066003344112666846644445
159,2.6448937532313295,48888002222773355771155331166660044226688221133337777555511774400003388664411118812001300550066223366354
160,2.6349864142902475,65511337711557733222288881188000055003366221166772200444455447755556644111144661103552333087766331688277744048
161,2.6262336128083605,811333311775555770000222288666633551111444488773344226655007788447766772200660011005566227777115534003088046688541
162,2.6159963424489723,72222000033555533778888111166665588771133664444224411775522882277002233004400118851008333806600525
163,2.6079876476413064,3117722224488775500113322336677440022776655441144551111004477118855773344663838164444228888421688261000862666003050607707877
164,2.6005706059185507,844880022883311117755660077113333225511662266338877334477776644337744006655552222001100350004221122341
165,2.5933080456000526,7555500556644006600113388114411110044224211225577228833227788553333558888770077377766882222008800302155486611716
166,2.585255320264482,3448800227777446677664444553388555500337700554411551188333322668877331177116633665568440000888781335142830212223202524
167,2.578934425375212,3444422228800771133777788118877006600330055000844115555665533335277332244336633114488338888668854776666221122540
168,2.5724736496210365,2667722555533886611331122884411883344337777882277448811666644776600446688001100003300551155002211445544008222042233336621773355811
169,2.565154822026753,01100228888336622007755004477111177444466112214003344337733338855331788005522666688663485664517225555458
170,2.5588462641363243,4773311775511338888666655222200441111557722556688006622884444003377005544334466460001476633330323536
171,2.553340048039236,82244002277334455338844771100888833117722001133225522330077443122885544668800348866661166226600022777557765551155850187014115678
172,2.5470761850835824,477883366550011880022223377444422661100772255116644335522441111776688663300333344004466660066773325331577555584554487071775662
173,2.5415249745252497,4666622000077333355557777553388881111006688443322771133001188334444117744558855002211223311480822663376115511665566728
174,2.5366416483250025,444775555116633226644336655338888662277331122445566776665221188220068441177110077442288554480803333777721330000111143504
175,2.532092282669484,133663388552288333322334411660055003877114477554488008822556644226688886654640000220077001100644
176,2.5298848083810346,64477770000225522662244001177338844554422337766113311234411668830448866007788775588118888257711015
177,2.5272488878259347,555771111773300002266662288887700551188553388224444776611001144883333558866336655668800777755006222003344337744525
178,2.5240145291111786,733886622008833665544228888770000116666331177113300555566441188446677222266002255335511004488168855882066103
179,2.5216882061396078,44488447733881188551166441100112288886677223366555522225544333355666688334466006611487700007766330082474785021267120
180,2.5202721604124334,111220000227744556666221177110077333366335555883311886688557722665522887755003344225511446644405533880041554600888822224166713
181,2.5170160295312005,8228855777744881100664411447766002211226666553388445566222244225555000088831166844433227755240055433340401
182,2.514841205877565,25588007766447722440033336600442233115500884444888833216688241100555533775577771133556655414877334677881111752
183,2.513732993236402,011880044885533007722666633660066554422557755227766224444333877884411447022886642208811555500300
184,2.512470465839246,466226677338888772288556655770066661144337777111166882244110075118633112255864422336600333344448000445200802
185,2.510480935736182,8331111337755557700006666882222333300773322553344664444224455448866336611771166774211888877881850335722677762820
186,2.5089268843209305,63333774488336677111177886655773388443522228800440022664422445511885500005587007755520066116666021107662157214771268
187,2.5076662170265367,477551177331155666688883322220044111133770055553344446600003366557766772277114488224455226622550422385434077742878
188,2.506827932210685,466552233443388661133550011227744445544005588004488332211887722228822667788116600888566662766817751114411006644702
189,2.5051860084541313,2228866660000881133771155111166777744445577335522448833336644775544330033110066220044221122780011440074126
190,2.504299318606076,1113333555577776666008888002222336688115533007733225544114444337711774400663311883388548822664611012212720
191,2.5031161670283715,63311553377551177000022228888336655008800556666444466771166047733441144024433220211113388227788777722333306884258676742635
192,2.5028269369112537,03388778866662266883377222244331122333322776677552200002544553300551111557066381178880044446644884478214131810605061655556
193,2.5030341260543367,544446666008811775511110077001188228855883388443322005522223333113300003366112211663344550022772266465577114622468045306
194,2.503798170399356,822223377113355117755666600008833334444225577773311662200774411110033880011888855004433006644663322881155368844740
195,2.503259250279635,00055777755331111338888222266661155554444003377886677330022112233225522774422008811001188333355885511663344556644884411443288046
196,2.5033211347195845,777338888661100448833776666558800775566772222771133224422553344445511221144660022336633117740885555406155718841611
197,2.503897120478889,0880022777722662222558855774477668844666633883333444422888811552244330044118876445533554400331133682
198,2.504387353027729,7444400002266552233557733111166888855667711770044332288666611883377662222550088007787221133664462445511205544115584710
199,2.505273913946271,211770022333344335566771133000055888866551155332288114488554466331188226666441111225577884455224477440011007755003377336422206
200,2.5055702555850625,566661111775500002222881188226677333377115511227700442233880055225533660082445555444486221722076635865687874
201,2.5047652135896175,25577337755117744445566000066888800223311113355224488116655008877663344777788667700443333884426118833666461085303282
202,2.5043374045320475,14444886666555533112222880055220077773377550011330088224477663366004433445544203333215511110888118877883855672
203,2.5054161494905203,65511335577115500888866770022114444227733775522445588332266111177441100001166882255333388556666222288778800660044840
204,2.507809060929373,566660088117755111166220055228833331188444488007733006611000044667711337777227766557744003355026688221122338888643364555531514
205,2.507374730577818,788000055551133337722228866661177667711553300111144770022116688110088220188442233663355225577556602662544443344683324587
206,2.5070756524699624,52266556644117700330066333344660011005555773377666611667366880022888875448855338822114400042222558846224118123862051835027
207,2.5074506473158857,8222233771133551177556666000088333311114444112255777788667722664455885555440066552288776611662344204477443800710
208,2.5079427057352404,244442266000088886677551177337777885533331111335555772233441166880055006611001188115566520044540022112288222252748
209,2.508512432754799,47733117755113355666688881111440000222266557788220055333377008855442211550011007711660033006611204444664487218
210,2.5091126066529084,700002288882233337755113366665577335522664444004411555566334455005538001177627788771188607744777244881111446422521
211,2.508885670577876,733115533775511666600008888222233886677225555778844220033330022113322880011446655664455881188711124110611744475048
212,2.5095303966302454,71100881166664400660033113388551177001111441122442288667755000744552233337733663322683304887722578
213,2.5107363098468127,5771122775500004400666677221144663355552288222255331111661177770022443377338833441100115511384455664477444855488766862786560
214,2.511480378588249,344442288880000226666115577113311117755551188220066333355336677338855887722225500552211001166556600330088662237007766883400447455443
215,2.513100092871343,1773333551155000066667766444422770022553388778888337755223311330011116633224488555588661100336655772222882200556600777744004466280083441544768
216,2.515263331756433,57733117755113388886666115522220000778833772244447766225500114433336633558844555566774422770044664033002260887850605
217,2.5151926340578448,055777755113333118888222233776666008800444455225555664422007744006677111100115544114488446688117244734433628
218,2.5169073686341683,244446688000088662233331155771133551111660022777755553377887733222266776666334477225522118855882288442200112066440044854
219,2.5187599147324193,5001144113300448877665555770088227711880004777733338855224466111105888833468866660212663352822
220,2.5189675210934634,52266662200007733775511774444887788113355558844333311660088883322338855006677221111557711225544118777061104728242722
221,2.520200308697511,13355117755337700006688882222663311880022881166665555441155778877221111444422786600810044664405667455248
222,2.521511040070537,555445577004477224411000011225500886611774466003333227733552266883388776655663366221188882288111133115422002224007711430
223,2.5219764405705862,311773388881155222200775577880033336666116644440011114433772255663355446600413300558822628833484088602
224,2.5234123308456975,800006666551111553377552222773388221177448877886633330044772244664422331122550055777700771100332200228833643355558855640011334841808
225,2.523617260759328,1773366332288445511443355772222558822776666005533446644770000221122442230887755554444111188116677778888040
226,2.5252656624141294,3885511662211556611770011005522006655003300771111228833227788442251886600444410880022447744666633667766823
227,2.526917534086897,6775511335577222288111155006688003333221177776666444466005555882200227711223311443366130000770084556744042255324
228,2.5279793639867822,77755553333111122228800008866665522771133558844443344002211774411663322550011447511061152337688881188326
229,2.5278768880302023,32244770011552200665533337766111188662288887755002400883300331177114488446688558827774077305566300
230,2.5304408850736264,81133112244667755885566882255336622887788884444886666118300557711447777003333222100115600774640617160411000208
231,2.5312833120780733,83311553377551166660000778822223388557733662211114444110011220055006688774455556655440088667766352466177708142
232,2.5328606927932587,48888002222773355771155331166660044662211334455667766887777550088337744224433330033886522654411117727000011278
233,2.534439117077195,6115555117733770088880022223333113322116600111144445566335577118866554411225533004466883100778822442288777744881004320
234,2.5348487958666506,433224488007711552277665544223333668877444477770088226622113311445555678833002200586848185
235,2.536489037956931,5112222446655006666115533887722552288444422777733116677440088114433007788337766001022003333421633580000432
236,2.5383548086134406,288883311117777335555000066661188552277004444337766222255440022663366442244882211220655115577881103223333453308638
237,2.5393792516402143,53333777711550066001177662244448800556666445166118813888822883344668877227700886677885422330000726652003366304
238,2.5398895254131553,311775544006677441133224466551111000044442200558855552222118822663366668866116620335508112711437788030
239,2.5421173803071118,477006688774488332211118811007755663344001177223333884433551155225577661166665555002200005534667777112277822240408
240,2.5433933635112163,02266557777113333662288880077661155551144445522337700885500111100448833887722006600005822227666332244334466741166864
241,2.5445360134750925,13333555511777766660000222288883388557744446677220055330033221155884400445500665544334476841161810
242,2.54621179215947,28888331177335577115500006666223333777744447755111188007700445555446655226688227722112222001133034411056674386604225584024
243,2.5473710811763093,766553333115544226666112277224444330055778811006677775566334411880044882200774466222288770000184366803380802
244,2.5497256728288233,400337700447722000011660088222266556633114411036644335555338811225577554455887788444133330733477763228
245,2.550642967791157,23311773355771155888866662200005500883377774444668855447722770022442222664433445822112258441144860
246,2.55162638674005,2330033116611772255114422664400776688662222118844154466335566770000665533777733228888558877882088160
247,2.553092549871047,4448888662222660000551111557777553333773366335588221100113300774411220088118855666644223322506680331164046
248,2.5551315960626746,4117744337722775555778888334400118844226633228800660022005511000033666611222211662255008700411
249,2.5570014673881776,033444455227733662233335555882222668866448811228833880066113311814466330055115577660044011177550411047
250,2.5581123415480613,622228800773311115577883300555511337766660044441177114422667755663388770088664433447722553355003322345522140
251,2.559824364423121,755228833118800772222112200888877886622714444555533440044333355005544223388224476551133003376881154184
252,2.559517730171805,88866557766333311006622885566443377116611226677550077447700111444666688220044225522332244553355551417334833684
253,2.5613455666985567,44422880000882266661111553333771177773355557766002233118855113344558884116655225544770011221144340066222244664
254,2.5616067650112098,7444422880000882233337711551133557722556633441177888866224400775555447777001100245501116611881488752
255,2.561840432797689,1441155006611110077660033337777331188772200444422558844775555664488008811335533667788338866668888226655771402774222321
256,2.562296781562439,255554466776600227755115500114455228877773377223311881122444433003333663388332200884488526666222214206616800
257,2.5636846670776556,64488003322337788224444550088443366115533557777662200446688334400665555886677112266002222772286663111014511774525654
258,2.564477680448521,433115533775511770000666655554488882222336688002211114477220077887711881133883333558855226633001466440766224256128866084327334677774
259,2.5662970281394872,3667711220077887766223377003322114400441100006666883355884466113311880088228866334437325555115522664531116540117500256
260,2.567322686419818,555000066117711558888448833666644553333777722443388114411885522220011221100334477563357667744668822887256008800440076542628644
261,2.567600461526466,3008888002222777733115555111133776666770066444466221144775533336600772200003388778855886655668824005500148
262,2.569587232098338,7002222113377888811887744445544225500885522884400777733220066224411446644771166661111226633667043556685331102760383330652334
263,2.570382738234191,40000882266223355111155777733113377552200660022110077448833885500558877118844117766333322778811228888047721666688665555314
264,2.57055714382842,28888337777331111555500006666770022224444338855336644116622008800113300332211448877117766004466110055112866557844740
265,2.5706785650887127,7003388118855006688007788331100227722001155228822112244554433663355665533330055117755557133240001114444841166662426764605861
266,2.5725939250179666,288883311773355771155000066662233334444885511113377553300774455668811880011005555882200225522114422226644765544003322763
267,2.573286236100966,4550088116633110033660011118855667700005588007711778888225511330044662244772222820644443333553344114655552233821276137686626575432
268,2.5749701351320686,1557733447744555533222244333366221144887755444600771122776688666633006655116700885588882255002233883371880000528811117042620108413
269,2.5763626472635637,8666611553311773355772222000088555544442288333377113344887766224411112211882266005500225511665588867777847
270,2.5779041224900334,2666688000088551133331155771122556633553322883300660033775588887788111177338844336233441162444407772555045527642
271,2.579050833572872,844552288887711330066333377338866554411556611110055116644000077223344778811776677558822442200331148335533680011850020855
272,2.5807521952477863,56666000011777788882222333311551133771144440077552266884422111122557744664433558811008855428863220022787348304
273,2.5828216265711488,46666776611778855774411447777110055553344556622551122118866448813887733222200224366008822337722775588480282668546552303533
274,2.5839314359755328,4113333117777555522666622008888004422881111556688771144446655337744885500773355778822551055443344000032122
275,2.584421954669984,44488662244663333880011664433666677002233775530004455227722882255447777887711774655550088412222115511411135706
276,2.5846145672501617,4443344667744008811550044551188226622553322441144888866111122113366880022887788554585666600665522364555776717377
277,2.585000992798139,85511337711557733331166222288882266556688444411007777000011775588778811114400447722336211224422555533554455248
278,2.586305897224599,000447700551111887711440033441133778800664444883322552211002277335501776688185544558844223388226666222288667303136603320616543632446
279,2.5860582865188406,07755117733115533888866661111444400222277005555662255772211335500880066771188446688220166048833443327885377636
280,2.5874537676620126,6118822228877447766333366665500338855886688852244844455335577006677223311113322001177771122775511002265440044121
281,2.589293112767331,733557722220000666688883311551133771144226655440044116633661188777766774800333388410051117600823302724
