episode,loss
0,4.8364283051819745
1,4.866566827722284
2,4.893519850410755
3,4.839011902416207
4,4.80204993242373
5,4.778898713783925
6,4.764717956224611
7,4.751505920464907
8,4.739757609270671
9,4.7303569975351305
10,4.722449985419846
11,4.715890989132356
12,4.710665434985624
13,4.7055661687940695
14,4.700859819915807
15,4.696992739676018
16,4.693597122159948
17,4.6902368921596995
18,4.687510415868266
19,4.684822348857841
20,4.682625523393698
21,4.6806407105352
22,4.678427279161027
23,4.676692216225769
24,4.674643601664173
25,4.67302785038196
26,4.671554156649339
27,4.66979034970887
28,4.667935246862139
29,4.6662299254345925
30,4.665012454425698
31,4.663607245948094
32,4.662100621408703
33,4.660812611608861
34,4.659091665022199
35,4.657494827800585
36,4.6557016948502365
37,4.6541765673410085
38,4.651607621221771
39,4.649180788895457
40,4.646633948232787
41,4.643528390321229
42,4.640211167969087
43,4.6358320140307185
44,4.6303852743267715
45,4.62384885813051
46,4.61693139050395
47,4.608650823849612
48,4.598980014033834
49,4.588827533573245
50,4.577139860096903
51,4.5652956023806395
52,4.552447220759743
53,4.537873737612632
54,4.522309974365071
55,4.505466446094638
56,4.487876722119794
57,4.469577972796332
58,4.450648230009087
59,4.431820495046941
60,4.412675712387062
61,4.393032373501397
62,4.3733114133916455
63,4.353093018377117
64,4.3328906682168356
65,4.313039712054321
66,4.292349453666891
67,4.2721594382900765
68,4.251789004854299
69,4.231155649951182
70,4.209346334706337
71,4.189634313421285
72,4.169295591113897
73,4.150065587768988
74,4.130897319531425
75,4.1118755764715385
76,4.093071807629252
77,4.074298943374066
78,4.056556532284861
79,4.038440844083715
80,4.02036271817142
81,4.003083692677034
82,3.9865636190987224
83,3.9695658383086783
84,3.9538228240175908
85,3.938144727987193
86,3.9223482638136655
87,3.9072429555298256
88,3.8921434401879305
89,3.8769719293091307
90,3.861864339260695
91,3.847788152582315
92,3.833185500906499
93,3.8196768951447337
94,3.805962790500067
95,3.7938663293948047
96,3.7804371944622703
97,3.7679002300382947
98,3.7559027653556294
99,3.74325962515556
100,3.7209443941799885
101,3.69772930820069
102,3.673421075782792
103,3.651575555710344
104,3.6300377751158566
105,3.6085800142472992
106,3.586253068110722
107,3.5649586718763153
108,3.543278830985265
109,3.520844970864699
110,3.499250915340675
111,3.478047083861751
112,3.4569611784703214
113,3.4354619317443404
114,3.414868352558951
115,3.393111747737584
116,3.3717496205724813
117,3.3498848262700665
118,3.3295202722364077
119,3.3090670218273988
120,3.28774085449996
121,3.26665287581783
122,3.24722039854438
123,3.226409902519474
124,3.205642492548306
125,3.184783998800374
126,3.164121482968851
127,3.14331115211466
128,3.122495799892489
129,3.101162777050825
130,3.081062152412376
131,3.060344821585926
132,3.038583197744418
133,3.0176206012673634
134,2.99653400956163
135,2.9757019456493525
136,2.955780566207875
137,2.934966220973038
138,2.9147345283609285
139,2.8948344378611797
140,2.875015077865969
141,2.8550555078276774
142,2.8355687076408795
143,2.8168631792051873
144,2.7986932948379666
145,2.780127190011588
146,2.7620216134887943
147,2.745058756383573
148,2.7289080081039576
149,2.713843465249707
150,2.6992518840992803
151,2.685274953483013
152,2.672244878766524
153,2.6601346911694135
154,2.648251972398417
155,2.63845403666109
156,2.6303092471736496
157,2.6207450250288304
158,2.6128289816472767
159,2.604791473110142
160,2.597549545608238
161,2.590596546100185
162,2.584821419234068
163,2.579891298885498
164,2.5751358188405686
165,2.5700125613246483
166,2.566176208647275
167,2.5621964708958505
168,2.559406901442264
169,2.5567769439327592
170,2.5557653943288843
171,2.55420748687411
172,2.552811763922078
173,2.5512422876000618
174,2.5495920005355974
175,2.547740791913805
176,2.547171107670741
177,2.5471599359590926
178,2.5461905259060487
179,2.546717567561375
180,2.548109101536013
181,2.548568218695321
182,2.5485381020056064
183,2.549056629805476
184,2.5472463132801533
185,2.5475479062762236
186,2.547668224620037
187,2.547371927688602
188,2.547330103593967
189,2.548244527315589
190,2.5488033418831995
191,2.5485827429373016
192,2.5494392718040766
193,2.549786668926133
194,2.5507798040634144
195,2.550442245986436
196,2.5515104901062085
197,2.551891858995955
198,2.551920993135143
199,2.5537188083876714
200,2.5531034717781007
201,2.553592275352577
202,2.554446966782952
203,2.5555846206712047
204,2.5567316156283098
205,2.5579179078060448
206,2.560005968450004
207,2.5607267932487843
208,2.562396392630287
209,2.564193682559854
210,2.5653174843649267
211,2.565853914279245
212,2.5660662870521485
213,2.5665838321462218
214,2.5680082425275197
215,2.570463627118178
216,2.571790255059869
217,2.5737270903966625
218,2.574583793456854
219,2.575351718623615
220,2.5766206502881768
221,2.577493217137115
222,2.576228253508926
223,2.576405354615996
224,2.577081630440137
225,2.577480969668721
226,2.578480604949214
227,2.5791760831122303
228,2.5797356554795075
229,2.581589496361234
230,2.581847281382818
231,2.5829210495525667
232,2.5850862785009303
233,2.5864261048290094
234,2.5877103162069295
235,2.587706694173894
236,2.588244305632875
237,2.5899045113317776
238,2.59178996486049
239,2.593197416867578
240,2.594301368808968
241,2.595606896905498
242,2.5970442975506542
243,2.5977002851991613
244,2.599188364973046
245,2.601046742546926
246,2.6020602988416686
247,2.6033171767363097
248,2.60438282777132
249,2.6052107613378763
250,2.605924133403137
251,2.6068574532569015
252,2.6073988330120232
253,2.6082052009482113
254,2.6102924063083552
255,2.6108960884881403
256,2.609826416311165
257,2.6115343101620017
258,2.6126812307082874
259,2.614345022367197
260,2.6160449974420086
261,2.6178762043800696
262,2.6193249523874105
263,2.620284125847944
264,2.621879110809366
265,2.623110936860366
266,2.624425005730143
267,2.6264328475180774
268,2.6270443030909734
269,2.628284539835952
270,2.629619770898452
271,2.6304897203868505
272,2.632432481148176
273,2.633064138704773
274,2.634742863106014
275,2.636759574373218
276,2.637434305248107
277,2.6384436947724557
278,2.640043520415879
279,2.6406519063886407
280,2.6402734627372233
281,2.640980434840206
282,2.6416073128406707
283,2.6422405849825084
284,2.6442870511397865
285,2.6447523964130517
286,2.6459640165119667
287,2.647441101563942
288,2.6496824622322066
289,2.6513044244387935
290,2.6534768143210368
291,2.6553679425954995
292,2.6569300062051315
293,2.657810880358978
294,2.6595706517008835
295,2.660861499928834
296,2.66209782334466
297,2.662674842415527
298,2.664510700067068
299,2.6646502649196817
300,2.66651675058605
301,2.667495284566489
302,2.6682457783022926
303,2.6699111417748007
304,2.671425879712257
305,2.6727899337889096
306,2.673055880369765
307,2.6748269939543645
308,2.675409169511021
309,2.676865703842196
310,2.6781560333277796
311,2.679690234129713
312,2.681729435047312
313,2.6833961946812526
314,2.6831357547660803
315,2.682932653523582
316,2.683997282837652
317,2.684878958629196
318,2.684824392730664
319,2.6863747735532364
320,2.6869654815652755
321,2.6875825319132582
322,2.689716001721811
323,2.690632880876637
324,2.6918247621795195
325,2.6930606950249962
326,2.6937968329220143
327,2.694986800433561
328,2.696081238852681
329,2.697314627243405
330,2.697719874193431
331,2.6980928616790423
332,2.6988844018524936
333,2.699256006015473
334,2.700615056752464
335,2.7030430838028354
336,2.703754271332076
337,2.7046413573188075
338,2.7050784803162067
339,2.706350519627406
340,2.707104520798104
341,2.708346744629513
342,2.708984582207947
343,2.7107283679759964
344,2.7114914065658
345,2.7127057808772834
346,2.714657200715775
347,2.716842989933616
348,2.7190748765505286
349,2.719445727907657
350,2.7209230947128837
351,2.721349043300953
352,2.7225714607804776
353,2.723955000021881
354,2.724675218403608
355,2.7257259019201188
356,2.727217530869684
357,2.728327656928352
358,2.728875882654809
359,2.7294855950493178
360,2.7303039977446906
361,2.731658115342022
362,2.731440033150308
363,2.731817122165915
364,2.732738192416976
365,2.7341801030670854
366,2.735474213604298
367,2.7358384480578817
368,2.737935904110981
369,2.7386676683487745
370,2.7399545575006035
371,2.740360866077554
372,2.7405750577788304
373,2.7416105985308263
374,2.7418811620016923
375,2.7422925275413434
376,2.7431386282183605
377,2.7438860873283435
378,2.7442641352307784
379,2.745457401656469
380,2.7468940770793093
381,2.7475652750596162
382,2.74731068059648
383,2.7481078687283618
384,2.7498024592157186
385,2.750674704784661
386,2.7524731220074377
387,2.7538190080460914
388,2.754308338551717
389,2.754550216087638
390,2.755844115528396
391,2.7557881409524807
392,2.756191298912888
393,2.756555298892005
394,2.7563743874013404
395,2.757264700833334
396,2.7581862169377445
397,2.7600360729814697
398,2.7604792910356934
399,2.7610011978756717
400,2.7623502099788224
401,2.76341978563206
402,2.76536451170672
403,2.765441865438801
404,2.7661791077455513
405,2.7669472821745966
406,2.7682664335989
407,2.7682248504826377
408,2.768771262442017
409,2.7690913595629096
410,2.769324829698249
411,2.769425619996458
412,2.769422807469797
413,2.7706258763723155
414,2.7716557778680295
415,2.7725225896233754
416,2.772499093770423
417,2.7731391274374038
418,2.7745427798104396
419,2.774480143051601
420,2.775735268602794
421,2.7770159835310766
422,2.777674091573479
423,2.779384217462862
424,2.7795275205935313
425,2.780959466967932
426,2.781464706382031
427,2.7826559538308517
428,2.783272298107876
429,2.7832473961150925
430,2.7842367732523483
431,2.7865034876419696
432,2.787171397201299
433,2.788497472846174
434,2.7898952710138305
435,2.7907594077896625
436,2.792102778138177
437,2.7927471516035154
438,2.7934905708651727
439,2.792852025845314
440,2.7925993728657774
441,2.7922312688492092
442,2.7934822536742505
443,2.793594646929797
444,2.793157873464188
445,2.793154406389161
446,2.794166401324759
447,2.793570150675522
448,2.7935742804589028
449,2.7946709728282157
450,2.795437484344535
451,2.796706345218476
452,2.798046836137946
453,2.799283483023611
454,2.799761439081859
455,2.8001850734553306
456,2.8010398395096043
457,2.802044901999728
458,2.8027556525681145
459,2.803629110858688
460,2.803920612425898
461,2.8042818455303995
462,2.806367636357824
463,2.8080943920523413
464,2.807936075404603
465,2.8090566597519
466,2.8096019912449943
467,2.810997985178295
468,2.8105413617431982
469,2.8111653514736594
470,2.811047450587149
471,2.81218575809437
472,2.8131762043845425
473,2.813563136758639
474,2.814108658959459
475,2.8151280417872164
476,2.8159334907776694
477,2.8160120603996805
478,2.817106763257087
479,2.816391545848774
480,2.8169046809453744
481,2.8178191403866633
482,2.819661165325723
483,2.820810794775264
484,2.8214405082442005
485,2.821492744754656
486,2.8215395689156337
487,2.8217863373490832
488,2.8220195461096824
489,2.823063010999949
490,2.8225791931324062
491,2.824308181371091
492,2.825415871478486
493,2.825620449731035
494,2.82704347232915
495,2.827220191905252
496,2.8271825433474684
497,2.8264331666518534
498,2.82695447679063
499,2.828695063316604
500,2.8287221943559184
501,2.829121278504409
502,2.829114818782687
503,2.8290593309993404
504,2.8289511138205627
505,2.828623802986931
506,2.828650382136893
507,2.8295426651765343
508,2.830088488339334
509,2.830768115054158
510,2.8314461592441726
511,2.8325939550877566
512,2.8333868249126226
513,2.8336051937077276
514,2.8335627787373068
515,2.8347037415905305
516,2.835724675359838
517,2.836566731579529
518,2.836716190342266
519,2.8369742425807494
520,2.838016328583028
521,2.8384135044603727
522,2.8388860159782907
523,2.8395028417895936
524,2.8405393514859427
525,2.8405376960572335
526,2.8410714564302366
527,2.840619771760036
528,2.841779281398895
529,2.8418018416687976
530,2.8421578753089243
531,2.8420231035162344
532,2.842147114752554
533,2.8426640759124275
534,2.84208239142379
535,2.842381531942345
536,2.842209461208018
537,2.8421494069505515
538,2.8429400992551574
539,2.8439544594801562
540,2.844800669804061
541,2.8457369392341603
542,2.8452158435235035
543,2.845372234113623
544,2.8463198196039654
545,2.847144316514705
546,2.8469559169548053
547,2.848047368772932
548,2.848150490583694
549,2.8486840488698153
550,2.8485549947631728
551,2.8494280767296187
552,2.8495341549061974
553,2.849203959627161
554,2.8501851424766262
555,2.851222820646516
556,2.85260458396336
557,2.853131798326674
558,2.853794463185328
559,2.8537949187419134
560,2.854916489144238
561,2.8545960857021346
562,2.854935360347518
563,2.8548449637706015
564,2.8552021838573074
565,2.8545231841281655
566,2.854659194883743
567,2.854408962780761
568,2.8546477839417195
569,2.856017445604018
570,2.8571827704006165
571,2.856703291567088
572,2.8571624594939697
573,2.8581660359699588
574,2.858691689469607
575,2.8592031087230434
