iteration,loss
1,0.013629496687300117
2,0.013570697788414679
3,0.013634905064814788
4,0.013668506333631475
5,0.013654657800668907
6,0.013670437396631216
7,0.013660769224502356
8,0.013641130289744362
9,0.01367733235741711
10,0.013702530174448136
11,0.013683425420526696
12,0.013676179304137039
13,0.013663228171180866
14,0.013658205804323365
15,0.013665918386716795
16,0.013660008494557833
17,0.013673626568083883
18,0.013686971120299119
19,0.013675588808633227
20,0.013680948259036926
21,0.0136725939424286
22,0.013673895806467258
23,0.01366385206966972
24,0.013662308759638345
25,0.013653057541176357
26,0.013659233852489726
27,0.013665445605961349
28,0.013669854044103391
29,0.01367727165455028
30,0.013674122554574527
31,0.01367153821593297
32,0.013660635854841414
33,0.01365521943761231
34,0.013652859883408105
35,0.013655258505437294
36,0.01365747495427224
37,0.013647680830710966
38,0.013638460612651516
39,0.013635483880812713
40,0.01363089119875146
41,0.013630831070118091
42,0.013626400934008985
43,0.013614509746378383
44,0.013605045212622206
45,0.013605713121762578
46,0.013597125555489363
47,0.01359975704287769
48,0.013589407959730406
49,0.013585518000798727
50,0.01357428107245553
51,0.013569402586575867
52,0.013557524140328035
53,0.013552620398325771
54,0.013544237223624158
55,0.01353599403844524
56,0.013527508083751931
57,0.013524161068613904
58,0.013519244561178402
59,0.013508544208549932
60,0.01350439219644517
61,0.013503055657745507
62,0.013495916664071647
63,0.013495853029742535
64,0.013489238831819858
65,0.013482318057426319
66,0.013481544919964297
67,0.013475284749885427
68,0.01346531762402036
69,0.01345915498701848
70,0.013459192967422581
71,0.013453717952816769
72,0.013448321141046961
73,0.013443001503516731
74,0.01343729487972154
75,0.013437179148597588
76,0.013433840550338182
77,0.01342525513984228
78,0.01342226598250401
79,0.01341376430158816
80,0.013408423768580457
81,0.013403782326640861
82,0.013395906467362415
83,0.013390739575957319
84,0.013391322439651632
85,0.013388909775633511
86,0.013380827820114282
87,0.013378387898145917
88,0.013370653495813305
89,0.013372987598848354
90,0.013368631024751903
91,0.013364435474124484
92,0.013359954432545186
93,0.013353166745025373
94,0.013349132266271513
95,0.013342356355249633
96,0.013338806552946739
97,0.01333197963624947
98,0.013327877499113839
99,0.013323936054897585
100,0.01332056660469939
101,0.013316671678070149
102,0.013310171383123692
103,0.013309410522915802
104,0.013302558527029483
105,0.013301456952407305
106,0.013295074731800815
107,0.01329132819338993
108,0.013288006259011128
109,0.013284668925244028
110,0.01328889973557581
111,0.013291177850875448
112,0.013290985357219842
113,0.013284793111920499
114,0.013284121979551556
115,0.013286898303133017
116,0.013290328325207056
117,0.013287450703394056
118,0.013284793625824146
119,0.013281746018083865
120,0.013284409538077711
121,0.013284140047038397
122,0.013281021783762276
123,0.013281016977633368
124,0.013275512890063691
125,0.01327254079161965
126,0.01326967025819605
127,0.013267130408168164
128,0.013271537431465107
129,0.013265079277970823
130,0.013262361762294323
131,0.013271400233519474
132,0.01327329340236033
133,0.013261840072193158
134,0.013267732251523697
135,0.013262905589413041
136,0.013252711649511636
137,0.01324968846318644
138,0.0132536633812367
139,0.013261788620060673
140,0.01326195439195696
141,0.013261090826899679
142,0.013241762791848393
143,0.0132423811897863
144,0.013262124330754512
145,0.013253188267479728
146,0.013241787215180541
147,0.013251783692056493
148,0.013244975302078842
149,0.013226658822704533
150,0.013243255822375547
151,0.013241344834830894
152,0.013243333139416422
153,0.01323685805220093
154,0.013210193763843888
155,0.013224010121989703
156,0.01321352748533003
157,0.013236264285951226
158,0.013217597383295561
159,0.013230911003616064
160,0.01320178072036068
161,0.013224593976494739
162,0.01321752850208693
163,0.013183331783500653
164,0.013159779237105396
165,0.013174721311164449
166,0.013176016164260188
167,0.01317074932186673
168,0.013176522102074937
169,0.013135281567191287
170,0.01315899971648113
171,0.01321778288002302
172,0.013160975921348428
173,0.013129946305896208
174,0.01314451720135665
175,0.013150007751228232
176,0.013137936011151782
177,0.01311953468667538
178,0.013187706273311233
179,0.013153070477232374
180,0.013161787700974276
181,0.013161439862923518
182,0.013142197104317847
183,0.013128862525116506
184,0.013139234348944899
185,0.013113882957179841
186,0.01306745283041607
187,0.013073382166083947
188,0.013166782856721015
189,0.013113397245052963
190,0.013077959586992968
191,0.013109886002480777
192,0.013106918584212972
193,0.013066431717750819
194,0.013141001437480867
195,0.013157698829808304
196,0.013086056387408323
197,0.013150523952591182
198,0.013071774144897162
199,0.013112831779496651
200,0.01311538392403494
201,0.013091839223068712
202,0.01307092029589497
203,0.013037256169583315
204,0.013154555379924373
205,0.013089399545921948
206,0.01307909775668391
207,0.01309928718845929
208,0.013080651523620992
209,0.013063496256567128
210,0.013085707576202145
211,0.013081073189263109
212,0.013051320599875545
213,0.013026950017155113
214,0.013121162942582146
215,0.013099096238641575
216,0.013115291877556844
217,0.013043086906502854
218,0.013049378305944043
219,0.01301317953479415
220,0.013063177126741968
221,0.013096864871757995
222,0.013037734196268276
223,0.013079601295813007
224,0.013045381239530867
225,0.013107791124474518
226,0.01307061000439249
227,0.01304304228530987
228,0.013037970550577887
229,0.013032756251646212
230,0.013052803634390877
231,0.013039911129183209
