iteration,loss__0_15,loss__15_30,loss__30_45,loss__45_60,loss__60_,accuracy__0_15,accuracy__15_30,accuracy__30_45,accuracy__45_60,accuracy__60_
1,0.9831670371756244,0.9523828204256315,0.9218191326421158,0.871076894858804,0.9972255800350363,0.5654854765619196,0.5559022360894436,0.5319466111977812,0.6500479824521318,0.4405940594059406
2,0.9447657027604995,0.9099918337042543,0.8709360381772194,0.7704001068103002,0.9603555814882562,0.5110318698462224,0.5095163806552262,0.5263303865487953,0.6735365352099804,0.5717821782178217
3,0.9460568867608355,0.8802303856211414,0.8352376636822344,0.767867289212186,0.7619854873699174,0.5132233860783003,0.5046975212341827,0.5146125845033801,0.6726682813142623,0.5684818481848185
4,0.9205233472758556,0.8907399646434498,0.8176068144799,0.735501628988744,0.6606162326072673,0.5281182675878464,0.5496273184260704,0.5385682093950425,0.6760042041767582,0.608085808580858
5,0.9362314652738672,0.8941342293191565,0.8311601251954213,0.7788116594267781,0.7591687123229303,0.49401976079043164,0.5124978332466632,0.5191540994973132,0.6728510716080977,0.5915841584158416
6,0.9317642674070908,0.8902595515020446,0.8312106762258902,0.7692293357014423,0.729652410094658,0.525443874897853,0.5157912983185994,0.5392615704628185,0.6572225014851711,0.5882838283828383
7,0.9310082518730788,0.8831457979905208,0.8296904025472871,0.794781953886848,0.8669720217850847,0.5664140851348339,0.5360721095510487,0.5503206794938464,0.6770552483663117,0.6295379537953796
8,0.9271071493520486,0.8794924369643143,0.7824756083671252,0.7326922073210148,0.8374148871842171,0.5456132531015526,0.5240076269717455,0.5307678973825619,0.6697893341863547,0.6320132013201321
9,0.9196409960873577,0.8524881004075787,0.7669851852693877,0.7310752138120385,0.873250634769869,0.5506648837382067,0.5346853874154966,0.5374588316866008,0.6688296851437189,0.6328382838283828
10,0.9255840132253207,0.8695644149109506,0.7855726944675021,0.7352052046179608,0.8796918832670333,0.5160463561399599,0.5401629398509273,0.532154619518114,0.6474432207649774,0.6287128712871287
11,0.9096543352008021,0.8282757100664105,0.7714095700144309,0.7129500930781943,0.6540524057989151,0.5448703662432212,0.5363147859247703,0.5402669440110938,0.6591417995704428,0.6287128712871287
12,0.926039219098426,0.8677727888582591,0.7915283684079831,0.7346505541940993,0.7475892190280493,0.5185350271153704,0.5361414456578263,0.5538914889928931,0.6717543298450852,0.6435643564356436
13,0.909007634523815,0.8503412528319816,0.7646622465673009,0.7227937564791617,0.8451388678984767,0.5460589852165515,0.5565955971572196,0.550736696134512,0.673353744916145,0.6402640264026402
14,0.9134582763910724,0.8268116397820622,0.7427754264875187,0.6808156751510366,0.7569883249782541,0.5087289205853949,0.5335413416536662,0.5445657826313053,0.6676872458072476,0.6542904290429042
15,0.9435651687156218,0.845775353513058,0.7914853249559217,0.7465441959014463,0.8856230099895321,0.5120719114478864,0.5137805512220489,0.5279944531114578,0.6626148151533153,0.6344884488448845
16,0.9141204200336435,0.8338024604305465,0.7600291991206077,0.714759438666377,0.7363023519339651,0.5384443949186539,0.53111457791645,0.5420696827873115,0.6382123109262898,0.6336633663366337
17,0.9223525048871112,0.85719552909877,0.7787047090683512,0.7133936852060806,0.6353944800715947,0.5543793180298641,0.5398509273704282,0.5406136245449819,0.6419138143764566,0.6278877887788779
18,0.90634426196796,0.8577449825894041,0.7793321768310877,0.7298981761733496,0.9221786029616338,0.5458732635019686,0.5284104697521235,0.5350320679493846,0.6383494036466664,0.641914191419142
19,0.9091474960599153,0.8202309480982017,0.7419701011023603,0.6802071185729986,0.6512949122866754,0.5409702102369809,0.5138498873288265,0.5209221702201421,0.6313119773340036,0.6353135313531353
20,0.9205604761843653,0.8585861827360463,0.7713963996481037,0.7133829361284336,1.0201189248685414,0.5346928162840799,0.5323279597850581,0.5059455711561796,0.6289814010876023,0.6361386138613861
21,0.9069774843387123,0.825336301069849,0.7535892326123497,0.6757795487914854,0.9627958799533753,0.5060916722383181,0.5213381868608078,0.5173166926677067,0.654526344651099,0.6427392739273927
22,0.9119912426266339,0.855838912381415,0.7721735070165707,0.7033133856281617,0.9696665784627684,0.5459104078448852,0.546888542208355,0.5470965505286878,0.6488598455422017,0.6427392739273927
23,0.9316869534354487,0.8326196083289926,0.7617874427164554,0.6950709311563467,0.7130843198327972,0.5219894510066116,0.5074016293985093,0.5133298665279945,0.6346935977699584,0.6221122112211221
24,0.924588544465123,0.8646332461294118,0.7638040149613023,0.7019189863372601,1.1374606443649693,0.5219523066636951,0.5252903449471312,0.5447044548448604,0.6427363706987159,0.6683168316831684
25,0.9308367968342549,0.8646034436276039,0.8086155290173729,0.7163588569920748,0.7591838046027053,0.5391501374340688,0.5273010920436817,0.5482059282371294,0.6442443906228579,0.655940594059406
26,0.9308296057427269,0.8698453915065075,0.7726533958222647,0.7099501984120364,0.8121946436251738,0.5275611024440978,0.5282717975385682,0.5155832899982666,0.6427363706987159,0.6476897689768977
27,0.9258348108933769,0.8231093915536611,0.7766373595170007,0.7122510631282177,0.7994007616067758,0.5200579451749499,0.5103830819899463,0.5342693707748309,0.6420052095233743,0.6485148514851485
28,0.9212682610865788,0.8764351876329696,0.7646686164288038,0.719006581837347,0.8613842221954783,0.5016343510883292,0.5296238516207314,0.5288264863927891,0.6415025362153269,0.6501650165016502
29,0.8974168297348967,0.8453174137237109,0.7537999001188763,0.6716890924698544,0.7114889830095947,0.5285268553599287,0.5314265903969492,0.5241809672386896,0.6446556687839876,0.6485148514851485
30,0.9393635716256287,0.8805180454701877,0.8076765538595535,0.748501866921432,1.0358113069888297,0.4987742366837531,0.5311492459698388,0.5205408216328653,0.6498194945848376,0.6526402640264026
31,0.895151132694644,0.7999509089116167,0.7790494634847522,0.7055353246218196,0.7946356808635564,0.5350271153703291,0.4984226035708095,0.5166579996533195,0.6378924279120779,0.6353135313531353
