iteration,duration,loss,accuracy,game,winner
1,,0.7468231318665467,0.38722420676612734,,
2,,1.339848231263179,0.38722420676612734,,
3,,0.6760771212553236,0.38722420676612734,,
4,,0.5855532203749039,0.38722420676612734,,
5,,1.5141434470419057,0.38722420676612734,,
6,,0.5716599966112229,0.38722420676612734,,
7,,0.5651971568795227,0.38722420676612734,,
8,,1.515597684988664,0.38722420676612734,,
9,,1.4036128751234433,0.38722420676612734,,
10,,0.859252056905308,0.5619527912026336,,
11,,1.3289419836557008,0.5501716046788541,,
12,,0.6640333982439625,0.38722420676612734,,
13,,0.5760208648413373,0.38722420676612734,,
14,,0.5657338710173567,0.38722420676612734,,
15,,1.535537363036837,0.38722420676612734,,
16,,1.4820646754546043,0.38721019822091474,,
17,,0.9499477417811958,0.5618687399313581,,
18,,0.9266201399226408,0.3872522238565525,,
19,,0.8929642415204763,0.5599355606920221,,
20,,1.2804115300757242,0.5159767458149471,,
21,,1.103937145782735,0.18439448063318625,,
22,,0.6912618807952172,0.05082300203123906,,
23,,1.422196141452516,0.05676262520137284,,
24,,0.8506139686526558,0.5618547313861455,,
25,,0.590789195301673,0.5619527912026336,,
26,,1.52399748458148,0.5619527912026336,,
27,,1.4281474979352107,0.5528332282692442,,
28,,0.6368799378529014,0.5619667997478461,,
29,,0.7823263325322122,0.4046088113749387,,
30,,0.6310230930555922,0.38722420676612734,,
31,,1.3311106169153684,0.4379211318904532,,
32,,0.6948175778656334,0.38722420676612734,,
33,,1.2100648854747253,0.47311059746445333,,
34,,0.6133349987017005,0.5473698956363382,,
35,,0.5641324750338568,0.554976535686769,,
36,,0.993064350269296,0.4001260769069132,,
37,,1.509993238179993,0.42286194578693004,,
38,,0.6287446858346419,0.5211318904531764,,
39,,1.4404656928247341,0.49067731316102825,,
40,,1.00686770987809,0.09244238985781326,,
41,,1.0731563573236633,0.5242557960355817,,
42,,0.660040474601627,0.5619107655669958,,
43,,0.5685600732390635,0.5619667997478461,,
44,,0.5602408557262906,0.5619527912026336,,
45,,1.5402258983117099,0.5619667997478461,,
46,,0.5599473278859729,0.5619527912026336,,
47,,0.5587093337583623,0.5619527912026336,,
48,,0.5564496473962095,0.5619527912026336,,
49,,0.5566994438038028,0.5619527912026336,,
50,,0.5540423251094548,0.5619527912026336,,
51,,1.5392391492375535,0.5619527912026336,,
52,,0.5610704821073348,0.5619527912026336,,
53,,1.5480528890760308,0.5619527912026336,,
54,,0.5533363208847812,0.5619527912026336,,
55,,1.5452892250033756,0.5619527912026336,,
56,,0.5577059402170043,0.5619527912026336,,
57,,1.544337201985191,0.5619527912026336,,
58,,0.55623874847954,0.5619527912026336,,
59,,1.545103746048981,0.5619527912026336,,
60,,1.5380924639705371,0.5619527912026336,,
61,,1.5249135173205763,0.5618827484765707,,
62,,1.4651985095926958,0.5598515094207467,,
63,,1.207559545687197,0.39103453106394903,,
64,,0.6980149207334981,0.5610562443090286,,
65,,1.2327717389414694,0.4876654759403236,,
66,,0.7036975192364275,0.053806822161518525,,
67,,1.0244218789839192,0.5537297751628494,,
68,,0.6582565837750233,0.5618967570217833,,
69,,1.5079875119017716,0.5605939623170134,,
70,,0.9455124277158612,0.4504727884009246,,
71,,0.7490814947337293,0.554009946067101,,
72,,1.4751341086571934,0.5422007424528963,,
73,,0.6342492509159576,0.5604258597744625,,
74,,1.531626881214126,0.5578482874553478,,
75,,1.4534618811414979,0.5339216922322617,,
76,,1.1646077101851107,0.3470196820060237,,
77,,1.011269969936117,0.5373677943545563,,
78,,0.6094482744646373,0.5574140225537578,,
79,,1.2000595349485137,0.46880997408419134,,
80,,0.8165543564515638,0.5619527912026336,,
81,,1.4325242441798673,0.5549345100511311,,
82,,0.8365938385980721,0.051411360930167405,,
83,,1.2103956978199082,0.0971772781396652,,
84,,0.888181574370491,0.5511942284793724,,
85,,0.5913931773146743,0.5616025775723191,,
86,,1.5251268487810992,0.5590530223436296,,
87,,0.5986160749889895,0.5619527912026336,,
88,,0.5590658772257904,0.5619527912026336,,
89,,0.5613219954594852,0.5619527912026336,,
90,,0.5558423382399527,0.5619527912026336,,
91,,0.5574335542136061,0.5619527912026336,,
92,,1.546858902737191,0.5619527912026336,,
93,,0.5547200659961927,0.5619527912026336,,
94,,1.5472959522305194,0.5619527912026336,,
95,,0.5535810360513331,0.5619527912026336,,
96,,1.5403556672760073,0.5619527912026336,,
97,,0.5593295379280835,0.5619527912026336,,
98,,1.545456874676889,0.5619527912026336,,
99,,0.5568024298149875,0.5619527912026336,,
100,,0.55923128769085,0.5619527912026336,,
101,,0.5571307424048939,0.5619527912026336,,
102,,0.5536976567306156,0.5619527912026336,,
103,,1.5477493785096113,0.5619527912026336,,
104,,1.536993512716064,0.5619527912026336,,
105,,0.5575609905379041,0.5619527912026336,,
106,,1.547693937766419,0.5619527912026336,,
107,,1.4978347832415353,0.561938782657421,,
108,,0.5636547042821083,0.5619527912026336,,
109,,1.5229454372107292,0.5619247741122084,,
110,,1.1925361341264549,0.30286474749597253,,
111,,1.156957080025277,0.3748966869790572,,
112,,0.7486353173601286,0.5619527912026336,,
113,,0.8146508124802285,0.26640050430762763,,
114,,0.6012074488839614,0.06621839321986411,,
115,,1.3400747394852426,0.5366393500035022,,
116,,0.8120567105497667,0.05289626672270085,,
117,,1.3271874040950935,0.18662183932198642,,
118,,0.6263896083048437,0.0508650276668768,,
119,,1.535656837597889,0.05096308748336485,,
120,,1.3205233178331681,0.1295090004902991,,
121,,1.100574001438253,0.1347902220354416,,
122,,1.1125974472860647,0.4905092106184773,,
123,,0.6722685359864445,0.5603838341388246,,
124,,1.14457397414263,0.16577712404566786,,
125,,1.1180168850724608,0.20375429011697135,,
126,,1.1055972933151736,0.11359529312880857,,
127,,1.1172478488585682,0.1173075576101422,,
128,,1.102837612299245,0.12644112908874414,,
129,,1.0986122886681087,0.12644112908874414,,
130,,1.0988821418665944,0.1081319604959025,,
131,,0.8806574203366047,0.5570638089234433,,
132,,1.1255927953041618,0.4649296070603068,,
133,,0.6297671407810596,0.5618827484765707,,
134,,1.4679796746833593,0.5084541570357919,,
135,,0.5842718706365835,0.5585767318064019,,
136,,0.5811482041393529,0.5619527912026336,,
137,,0.5579063541789033,0.5619527912026336,,
138,,0.5558221188576422,0.5619527912026336,,
139,,0.5538495433262,0.5619527912026336,,
140,,1.5472765781348994,0.5619527912026336,,
141,,1.4074213463691927,0.4481053442599986,,
142,,0.9923262416278696,0.15861875744203965,,
143,,1.2312171621170118,0.2800168102542551,,
144,,1.1048699959940613,0.23394270505008055,,
145,,1.1025186747550653,0.2029558030398543,,
146,,1.1266057211563294,0.08214610912656721,,
147,,1.0986320135488001,0.08213210058135463,,
148,,1.0986680253915282,0.08206205785529173,,
149,,1.0986122886681087,0.08206205785529173,,
150,,1.0948458203102303,0.11348322476710794,,
151,,1.1001764750522889,0.11328710513413182,,
152,,0.8082120970035815,0.06861385445121525,,
153,,1.1322445436321222,0.07392309308678294,,
154,,1.1693945622599555,0.09794774812635708,,
155,,1.098617403075267,0.09794774812635708,,
156,,1.098860667454211,0.09175597114239686,,
157,,1.098612288668109,0.09175597114239686,,
158,,1.0989371013792444,0.08619457869300273,,
159,,1.0986122886681087,0.08619457869300273,,
160,,1.0986122886681087,0.08619457869300273,,
161,,1.100082257152638,0.07182181130489598,,
162,,1.1002508242549918,0.05882188134762205,,
163,,0.7229900051800084,0.05354065980247951,,
164,,1.2859933798095602,0.07295650346711494,,
165,,1.1239543759136512,0.0813896476850879,,
166,,1.0989954446951307,0.08123555368774953,,
167,,1.0986122886681087,0.08123555368774953,,
168,,1.098612288668109,0.08123555368774953,,
169,,1.0986122886681087,0.08123555368774953,,
170,,1.0986122886681087,0.08123555368774953,,
171,,1.098612288668109,0.08123555368774953,,
172,,1.0997994468614012,0.08047909224627023,,
173,,1.0986122886681084,0.08047909224627023,,
174,,0.9129296068165565,0.534145828955663,,
175,,0.6224030540941329,0.561938782657421,,
176,,1.5066604677846818,0.5606920221335014,,
177,,1.211664043273783,0.360439868319675,,
178,,0.6554956421834038,0.5580303985431113,,
179,,0.7654475084847392,0.356041185122925,,
180,,0.6224874731471579,0.19191706941234152,,
181,,0.8452170845452093,0.5572599285564194,,
182,,1.4732381114182702,0.508314071583666,,
183,,0.5845063592217564,0.5525110317293549,,
184,,0.561471896164905,0.5560271765777124,,
185,,1.542593252878446,0.5536036982559361,,
186,,0.9150345798256752,0.17726413111998318,,
187,,1.349223123912381,0.23876164460320795,,
188,,0.6363686500692134,0.48468165581004413,,
189,,1.5216271053336423,0.4262520137283743,,
190,,1.1944891440882321,0.22303004832948098,,
191,,1.1149779171454361,0.18475870280871332,,
192,,1.1070581835389306,0.0993766197380402,,
193,,1.0988745112538816,0.099516705190166,,
194,,1.0986127740093317,0.099516705190166,,
195,,1.0998925267063127,0.09996497863696856,,
196,,1.0986122886681087,0.09996497863696856,,
197,,1.0986643931216842,0.09735938922742873,,
198,,1.099300136499776,0.08272045948028298,,
199,,1.0986122886681087,0.08272045948028298,,
200,,1.0988752491478768,0.0827764936611333,,
201,,1.098574747044036,0.08412131400154094,,
202,,0.9068412582171095,0.07177978566925824,,
203,,1.1303097184139284,0.08850598865307838,,
204,,1.1189626810850695,0.08940253554668348,,
205,,1.0986122886681087,0.08940253554668348,,
206,,1.0986122886681087,0.08940253554668348,,
207,,1.098649994329305,0.08686698886320655,,
208,,1.1007477862860433,0.08528402325418505,,
209,,1.0988834666462561,0.07825173355747006,,
210,,1.0986392665912768,0.0769069132170624,,
211,,1.0986122886681087,0.0769069132170624,,
212,,1.0317847698982399,0.07721510121173916,,
213,,1.0989514074461677,0.07753729775162849,,
214,,1.1057405307188035,0.08102542550956084,,
215,,1.094326126648405,0.11307697695594313,,
216,,1.1176464741702086,0.11262870350914057,,
217,,0.7897761425742623,0.4637528892624501,,
218,,0.6204441115569472,0.5486166561602578,,
219,,0.574363933967084,0.5582545352665126,,
220,,0.5694919109319591,0.5596693983329831,,
221,,0.5686549286882497,0.5611262870350914,,
222,,1.4915153125458296,0.5585487147159768,,
223,,1.1565796805295874,0.514015549485186,,
224,,0.6147811810538486,0.5617426630244449,,
225,,0.5636816067045273,0.5619107655669958,,
226,,1.5471922751308433,0.5618827484765707,,
227,,0.553575180295251,0.5618967570217833,,
228,,0.5534872844351834,0.5619107655669958,,
229,,0.5529146423882031,0.5619107655669958,,
230,,0.5532332081424612,0.5619247741122084,,
231,,1.5482284338423022,0.5618967570217833,,
232,,0.5568238033724804,0.561938782657421,,
233,,1.5480811049435474,0.5619247741122084,,
234,,1.5481110192732639,0.5619247741122084,,
235,,0.5591910164777697,0.5619527912026336,,
236,,1.5505953969718504,0.5619527912026336,,
237,,0.553293731853743,0.5619527912026336,,
238,,1.5507844020118853,0.5619527912026336,,
239,,1.4702072154754113,0.5549485185963438,,
240,,0.5666743401657794,0.5591790992505429,,
241,,0.5703794867975386,0.5618547313861455,,
242,,1.5443025270231285,0.5616586117531694,,
243,,0.5575642060657715,0.5618687399313581,,
244,,1.5471224300597193,0.5618547313861455,,
245,,0.5661353309394588,0.561938782657421,,
246,,1.5464762570411228,0.5619247741122084,,
247,,1.550049390002453,0.5619247741122084,,
248,,1.544635494852689,0.5618687399313581,,
249,,0.5533858909855093,0.5618967570217833,,
250,,1.545527619558873,0.5618547313861455,,
251,,1.5504091332712202,0.561840722840933,,
252,,0.5533779925611637,0.5618547313861455,,
253,,1.5490718681479065,0.561840722840933,,
254,,0.5543090672254087,0.5618687399313581,,
255,,1.5406842669112837,0.5616165861175317,,
256,,0.557333749513619,0.5618127057505078,,
257,,1.5422103163136511,0.5615045177558311,,
258,,0.5596996775274856,0.5617426630244449,,
259,,0.5529210289694453,0.5617986972052952,,
260,,0.5522352509323877,0.5617986972052952,,
261,,1.543162245748895,0.5615465433914688,,
262,,1.5467083870566067,0.5613784408489179,,
263,,1.5354928572972057,0.5598935350563844,,
264,,0.5943604980452553,0.5619527912026336,,
265,,0.5560971580211214,0.5619527912026336,,
266,,1.5474068669278451,0.5619527912026336,,
267,,0.5533069946701774,0.5619527912026336,,
268,,1.5452262346556667,0.5619527912026336,,
269,,1.5407368507764736,0.5619527912026336,,
270,,1.541297106321665,0.5619527912026336,,
271,,1.534097405434567,0.5618827484765707,,
272,,1.4947526557651694,0.5435035371576662,,
273,,1.1580332682186272,0.2189675702178329,,
274,,1.0986122886681084,0.2189675702178329,,
275,,0.6806348715629605,0.5323527351684527,,
276,,0.5883116541820598,0.5617846886600827,,
277,,0.5586472307252888,0.5619247741122084,,
278,,1.4284845132756634,0.47577222105484346,,
279,,0.7015325118384841,0.5619527912026336,,
280,,1.544548949576645,0.5619527912026336,,
281,,1.5445679495895144,0.5619527912026336,,
282,,0.5629711611776107,0.5619527912026336,,
283,,1.4964625742746942,0.5600336205085102,,
284,,0.5677364343760768,0.561938782657421,,
285,,1.5073380764641837,0.5582405267213,,
286,,1.2995114334118176,0.2936050991104574,,
287,,1.1772781240259984,0.07620648595643342,,
288,,0.80747598265371,0.49191006513973523,,
289,,1.2005538336968833,0.1557610142186734,,
290,,1.0986122886681084,0.1557610142186734,,
291,,1.09861938149596,0.1552146809553828,,
292,,1.098077650048692,0.16242908173986131,,
293,,1.1060124182167868,0.10315892694543671,,
294,,1.0995882784859434,0.09719128668487778,,
295,,1.0986122886681087,0.09719128668487778,,
296,,1.0986122886681087,0.09719128668487778,,
297,,1.0996289670166872,0.07944245990053933,,
298,,1.0986122886681087,0.07944245990053933,,
299,,1.0986122886681087,0.07944245990053933,,
300,,0.8140356478052039,0.3540659802479513,,
301,,1.1233286560919853,0.17077817468655881,,
302,,1.105880670806112,0.11041535336555298,,
303,,1.1043725724970477,0.07009876024374868,,
304,,1.0986122886681087,0.07009876024374868,,
305,,1.0986122886681087,0.07009876024374868,,
306,,1.0986122886681087,0.07009876024374868,,
307,,1.0986122886681087,0.07009876024374868,,
308,,1.0986122886681087,0.07009876024374868,,
309,,1.0986122886681087,0.07009876024374868,,
310,,1.0986122886681087,0.07009876024374868,,
311,,1.0986122886681087,0.07009876024374868,,
312,,1.0982073024272874,0.07243818729424949,,
313,,1.0986122886681087,0.07243818729424949,,
314,,1.098612288668109,0.07243818729424949,,
315,,1.1011068665112893,0.060895146039083844,,
316,,1.0986122886681087,0.060895146039083844,,
317,,1.098612288668109,0.060895146039083844,,
318,,1.0986122886681087,0.060895146039083844,,
319,,1.0986122886681087,0.060895146039083844,,
320,,1.0986122886681087,0.060895146039083844,,
321,,1.0986122886681087,0.060895146039083844,,
322,,1.0986122886681087,0.060895146039083844,,
323,,0.8256164586613924,0.2394200462281992,,
324,,1.1682028667199404,0.07106534986341669,,
325,,1.1047433716885442,0.057813266092316316,,
326,,1.0707808593384203,0.08363101491910065,,
327,,1.0986122886681087,0.08363101491910065,,
328,,1.0662557634965173,0.15598515094207466,,
329,,1.1061482232767903,0.09929256846676472,,
330,,1.087178538716883,0.1421727253624711,,
331,,1.1032982652985177,0.10653498634166841,,
332,,1.0988413856977548,0.10135182461301394,,
333,,0.6391903393477729,0.41264971632695946,,
334,,0.6343009556052718,0.5607200392239265,,
335,,0.5561966926937897,0.5614765006654059,,
336,,1.546893093525207,0.561238355396792,,
