iteration,duration,loss,accuracy,start,game,winner
452,95.015,1.4234776167647902,0.5396289410782714,[5, 1],1110044778888227733224433666655006600556633114422887700003333885555883355446644557755334488441122117711322207440811580,2
453,87.654,0.6224784825990268,0.5472549986720795,[5, 2],27700881144336655112266447788330000772288553311663344662211004455886611555577335544884422225566824133337745038763277,1
454,74.008,0.6888311196172432,0.5580301248245247,[5, 3],30022667777441166881122008855443388663377115500442222448800666644446611447733221177665566213,1
455,101.45,1.5277752143841654,0.5559623629396365,[5, 4],43311332277661100884488662255770044668822440077772211775566553377330066667744116644778555228122645585023202218424415711411,-1
456,94.001,0.5995530352135482,0.5592252532534052,[5, 5],500771133662288001177884433224466006655334422770088558833556666112211664411551111004477440033005577331187223377552222544,1
457,87.798,1.469959786821177,0.5538566604697045,[5, 6],6008877112233884433442211557700661166335522773366222255117777224477441188000055004488885533003378611144044,2
458,95.69,0.6399007198299109,0.5618810942064727,[5, 7],78866002277115544223344331188006666117722550033884444558833336633007744008877776688222288111133548881000052001166524,1
459,76.346,0.5837887306819254,0.5627726979550025,[5, 8],8224400663333771188002211554488667700112255774433661144775500883311666644110033004422334466007722762,1
460,81.102,1.5056898288396463,0.5618241833289069,[6, 0],03388771144442222005588335511776677886633665500116611882277000022668800664488443300881255447744523,2
461,76.438,0.5594976616281012,0.5619949159616041,[6, 1],122553300775544668844887722331188006677005566443322445588660000333344447744001133881177663366257,1
462,90.245,0.5744516875206108,0.5626019653223052,[6, 2],277551188220044336644003388557711334488111155441144442211002233222266887777224477663300880077333351228833170,1
463,89.243,0.5780201845202312,0.5628865197101339,[6, 3],31177225544660044778811008822335555336644220077118877665500552222883300115511224455774488443388885588006414003333421,1
464,66.031,0.5534757691956148,0.562867549417612,[6, 4],45588002211553311444477886677330011226622007766333355118833227755554400666655224422557722804,1
465,83.391,1.2268465463125282,0.5451492962021475,[6, 5],511003322448877662288447755000066331111557788112222336666441133337700116611771144667722154433440044526,2
466,90.957,1.4620749897720893,0.5383579314793034,[6, 6],64422885533114411770033002277883377558811552200446655001133555577222255667777668866188822447744333366007544587,2
467,81.225,1.210460591550411,0.5171301741472853,[6, 7],755221188007700338844443366115544664488555588887788334455335511777711005577440000222200112233224500856,2
469,94.187,0.9349222678825299,0.4758128770345639,[7, 0],011225566334411888800445522337766220066558877773333115511114466882222443366660088448866116644221133553324003300207,2
470,84.063,1.0353631078948062,0.5234662518496035,[7, 1],144008866223311553377882266004455665522441133884433335555001166332277667744220077000022221111003474805256466,1
471,87.43,0.7740883790855524,0.5424365443715142,[7, 2],200441188330022665555667788443311558811773344006622885522223388774466447777000033776600771100532211116611248,1
472,83.759,0.6405295721191678,0.5574041051713018,[7, 3],3001166448822115522886600553377443388447711226633554466888855118800770033332277775577220044550000624444202403141,1
473,94.114,1.5286814966333027,0.5554691353340668,[7, 4],4113355001166002288336655442277887722448866881100552255556677663322223300003388446644557700440067380514382475344855888,-1
474,80.278,0.7200692917606192,0.5636263611184884,[7, 5],52233116600774444668833551122880066224477001155338866441100005500885588111188777788222211332255556655702,1
475,81.37,1.535990659844937,0.563531509655879,[7, 6],6110022441133886677225533005588444466888833555522003377440088111122118800445566442222331155000076627570134,2
476,87.121,1.2008245895373655,0.5484880676860037,[7, 7],7004422881144006666551122335533888844771100886633222200774444883377331177882244118855662211555571660466713,2
477,92.626,0.5922429420850757,0.5529460864286527,[7, 8],8226666445511550011334400886677003355772244884433221177112222333388558888000066002288336688111144225561887100544,1
478,98.102,1.4442545091581682,0.5461357514132867,[8, 0],0552244117700668833443377116655002233558877226644221133004488556666774466222277775511228811447766111103660844445322038,2
479,98.223,0.7351253207304164,0.5626399059073491,[8, 1],155336600441122880077443377226655773355440066118822552211444455005566448888442233332277775666334466770088516681776622022,1
480,87.676,1.3961720873694152,0.5592062829608833,[8, 2],2002255337744001188556611446622776655773311008844336688333344445511223300447777224411113355003381775544200,2
481,98.781,0.5721753525486133,0.5598512729066282,[8, 3],322110066224477665577334455001188551177440022663366882277771144884444335533887755558811115566772300803334260070441126466,1
482,79.65,0.6081137032479663,0.561387866600903,[8, 4],400553366111177004433222255667788776600228833774455115555888855448866668822442266330011006088012,1
483,95.425,1.5043673939835007,0.5600030352468035,[8, 5],544220066553344337777110011886622228844556666113300775500882211778800558811555511441111663333887744770044883644602,2
484,81.078,0.5829415312330699,0.5600030352468035,[8, 6],61100334477882222664455335500771111774488006622554433330055663366660000116688442288883322770024008877241,1
485,88.202,1.203039645105991,0.5409378912622833,[8, 7],7115511660022445544003366338822881144775577778888332277222200770088006688667733337744443311113302117766584,2
486,98.528,0.5893797138212566,0.543764464848048,[8, 8],82244336677775500554466113300221100665588774477334444223333112266337788332288441188117711448800886622225454000073860,1
487,78.962,1.2198585454673125,0.5198808665629624,[0, 0],0552211337744666655118822778833440066228811553311776633004411667755777722225566888800333388558844335555020,2
488,91.95,0.7515017009377684,0.4837045187236787,[0, 1],155446633880077772222114488556677331133226600445588116622440055003333443355118833668866442277112208447782337701710,2
489,83.973,0.5899853447937485,0.4762302234700459,[0, 2],2443311556655117788663388770000442255228811337766447755554488333344446622777722666600888800668858441111021,2
490,68.314,1.1963358321102462,0.4210646128163296,[0, 3],366887733224455117766228811554400772266338844113355000055225588004444770088664488221122766,2
491,88.169,0.6226386443095563,0.40554691353340666,[0, 4],4446622553311887700552266337788111100774488224433556600333366888844221122338855554455886611771164113477557777227285120,2
492,82.126,1.1897383550097396,0.43872595515422846,[0, 5],5332211664466774477880088115522003355661133443388227777666655114455554444222266007722448022318122840,1
493,100.575,1.4616350002194396,0.45750654475092006,[0, 6],611884455332222777700446688113355220088331177550077447788882288558866333388003344000022444422664431114481555572162655401055156676660,-1
494,76.366,0.6129106461321523,0.44919755662632316,[0, 7],7336644115588552222008877116677442233334466880055002288661133777700117755335577225511003300644,2
495,101.315,1.4354572156552035,0.46564480024281973,[0, 8],866775533441133005544226611227788114433663388552200776622556600228833224477333311116688772233774444004466506644884452282807170887735,-1
497,95.664,0.6437957989717296,0.4302462343969344,[1, 1],15533447766220022886600887733112255440066110077558855000033888844880044442244556677770055227788221377451642226233230553336,2
498,97.215,0.8924214101767709,0.507872671396593,[1, 2],200776688115544332266550088334477224411337755660011885555880066662233553388886644552222778877002255103844440044821744273,1
500,81.14,0.7985388534719237,0.5311681906134993,[1, 4],4552233773366882200778800664411115544660033885588886611887700884422662211225555004400110002447744322,1
501,78.233,1.4653414077476963,0.519539401297568,[1, 5],54466883388777722220033665511447744110022550066663333113344886677888822660011116622337755771177300,2
502,106.307,1.1343665470569977,0.4712789771218272,[1, 6],633440077552222551188667744880033330066441144557788226688112277662233773322000088442288770020443366005555883310156465335508588,2
503,98.786,0.7021268663635978,0.5144933034867397,[1, 7],7775544220066880033116622885533336600441122445588113300886611555511110000223322225577221144337700552262773388335404778877144,1
504,82.041,0.7944441583101342,0.4856584588534355,[1, 8],877664400551133554466882200337722221177338855886600115533114444555522550000441100777700880062883300247,2
505,81.015,1.0244172199526385,0.42872861099518156,[2, 0],0770055443388112277666633558866441188445533110022557711555500888822224477223377442266004466777733668066240,2
506,84.782,0.696044361081998,0.46105398945251735,[2, 1],1330088554411664477882266003377558800773322442277770000550011443333663311771188334400666657661628646,1
507,94.144,0.6005226633897862,0.45025989300755015,[2, 2],200115533884466771100448833775500666655772211886644778888008822660055885566332244441166111144000073331178113300368,2
508,87.24,1.2303739368800557,0.49869104981598816,[2, 3],36677004455668855111133882200774477661155443300225588440000665577887711888811663322228833773311226666021,1
509,97.4,1.4783020335646044,0.5034336229464659,[2, 4],40088115566333377665577442211880000228855116644773355888822227722336666887777003300112200660044334466210051113311441178332864445483807,-1
510,90.474,0.8470701246440051,0.5375422089008612,[2, 5],58877116600338866444411007722775533442288004433556666883333222211774477773377005522445544885577888811330201884233614,1
511,94.723,0.888608102447219,0.4959024168152673,[2, 6],6338811770044552288661133774400550066772233448844222211666622001122556655111155777711008855887788227733007755554600024,2
512,89.332,0.8621019271195304,0.5241112417953485,[2, 7],70055883366111155440044778866332222003344557711885566880011223300002244333377335522553314226600867755128,1
513,100.009,0.8669704618054317,0.5502523048905414,[2, 8],877440033114455771100668866225500441133553377226666551177778855884488001111554477555562227700008833005522002233846442418,1
514,95.512,1.4301711852086778,0.5447129794741435,[3, 0],077116688556644110022558833772244881144663355774400332266111122887755004477336655552222333388220066008804453346784,2
515,73.03,1.3951213699952814,0.5383010206017377,[3, 1],1554488007711222233668877550066774422446600551133885566334411886622666655220088333377335533025,2
516,103.224,0.6265420538097981,0.5430056531471715,[3, 2],244008877116633445500228866115577223300776644114488556655112266888800006622220033883377336600442214675534344277481788270,1
517,84.627,1.4404461310082877,0.5428918313920401,[3, 3],31122668855004444775588667700113322881144220077774433773366448877666655556611663388222211884466224577217525410511511,-1
518,84.593,0.7529409331211477,0.5539325416397921,[3, 4],42200115566886677773388445511002233554488771133776600664411112288118822227744440000883311447755772244605,1
519,69.023,0.5598511338654252,0.554368858367796,[3, 5],54422115566447788337766002288110011330088774455006688444411440077555522443333223380336200546,1
520,88.422,1.4479846760205257,0.5480327806654779,[3, 6],6448800227700114455558877226611333322007788554411224466556666771155334444774400881188225522117733111100003300443377505,2
521,82.34,1.5309545424993733,0.5473498501346891,[3, 7],7116600882244885544002266115566334444772200557788331177446688881100001188003333006677775522112288662222504,2
522,74.237,1.361639042296193,0.5389080699624388,[3, 8],8116644225500668877331122445577007755880033446655662211117722883322333377113300884411444477774400027762022,2
523,89.718,0.7340346034457843,0.546742800773988,[4, 0],0221188662255554488776633337722005511338811442266770088336611668822775588446655332233445566447744117711150577380,1
524,88.056,1.438227301196102,0.541848465303335,[4, 1],1228833660077337700885555442211661133224488006677550011776666881111552233004433440022662255110033886644558822005564644,2
525,86.959,1.3451524327658533,0.5265204689456311,[4, 2],23377660055331188227711665588004488114433006622117755668866664466333344113322552288774477222200335500001155783,2
526,90.789,0.6512290560540425,0.5338999127366544,[4, 3],3665500880077228811661133775522447766004411002233332277006644554488225577888855330055558877774466886666773200300,1
527,90.981,0.6978409845828427,0.543328148120044,[4, 4],4223355118877770011332200666655882277443344557722112266885533117788005500883388110000775566771142454152884251622,1
528,101.924,0.6940862104661286,0.5553742838714573,[4, 5],52288007766332211335544778811004488223366556600117777222277557744334466771155553377333308883388444406887255011166112202441144226,1
529,86.312,0.5797703512900814,0.5570816101984293,[4, 6],6775500883322335588221100661177444411660077331111442266336644885522440000555533888866556688115511225546222200480,1
530,89.517,0.5829259520650288,0.5585043821375726,[4, 7],777335566002211443388886622551188005522001166334444661133331122882233771155887700774422448833603321778844104,1
532,81.257,1.4765178988006935,0.5553553135789354,[5, 0],066773322881133441122778855660044880022664477553366221144220033883333110077001166887777674400884433524454446,-1
533,75.631,0.6321574791049841,0.5583715900899192,[5, 1],18822448866117700553366007733227744443311556622008888116644003388772211000066337755002288034,1
534,93.47,0.5762358874273112,0.5593959858861024,[5, 2],21166338888446600447733771100555533228800667744223355440000115500227788776611117722220144118834443622558822648814524,1
535,94.553,0.5961092352927341,0.5611412527981181,[5, 3],3664422118800660011774455228833771155884466770044882255772200333388556633555544443322661111008861222300005411647,1
536,98.533,1.5314874779303174,0.560553173729939,[5, 4],40033227711556611884422667788000077443355221166338888553311776644110022220011333366887700550066555511482255786233004830828122411,-1
537,73.323,1.1219979257255348,0.5427400690518648,[5, 5],53322116600778888440044773333112266220066441177223344335577551111556655881100008877444466377767045,2
538,96.243,0.6194150587985939,0.5466669196039003,[5, 6],6660088772233550044774411882222116688113377334466553366771144228833880011110077888844443300003311776622005244586,1
539,80.949,0.6000666461251171,0.5499677505027127,[5, 7],700442288337733116600881144556622225544663300771188552266110033440066774444112277666688665488447640288808782,1
541,68.647,1.4737358982905124,0.5475205827673862,[6, 0],0447711334488332200882255776655112277441111662233887755001100666644668855333300555522228888102,2
542,76.962,0.5609505537544621,0.5476723451075616,[6, 1],1224400335511887766550088447733222277448811663300557722114455441133111100668855660000115588882624604,1
543,83.336,0.629860219888645,0.5520734529726449,[6, 2],2441100553311778844335500667722886688771111554488222266446633660077774477001144004455773300338255842,1
544,89.456,0.5584854678534187,0.5525666805782146,[6, 3],3442288337755771100668811220055886644770033114455226611118888225555002222446622338800443333553307448855477723265,1
545,86.198,0.554980021219752,0.5525287399931706,[6, 4],45577112200333377881188662255004466002288775544110055224488884477773388226666558855332233668833117744442555611133040,1
546,84.672,1.5252534893609426,0.5507075919110672,[6, 5],533227711001188008844224477662255554466331177330044885500664411221155113377005588114400002233334833588827774877586,2
547,80.262,1.5264242428626578,0.5501764237204537,[6, 6],622335500444477111188008833772244881155773311660022555566554411336611003333886633005511446060117755200,2
548,97.477,0.5770444364034774,0.5517130174147286,[6, 7],71122554400221188883377006644553366003355774488001177226611663300885522333388444433132222446655105588142288220000478,1
549,98.68,1.4799916786824987,0.5476913154000834,[6, 8],877778844220055661133445511223300448800773322221166552288117744335555002266664411114477508866770033118822546151040442776717224,-1
550,67.202,1.403709523482035,0.5450354744470159,[7, 0],022115566441188223377330088552266775544004466110055117722557711227777443355881133887788632,2
551,89.57,0.6040136582013192,0.5468945631141632,[7, 1],10088336600552211557744663388220011224477335588664488113322333300776611668855003311117755337700226877225511488808422,1
552,75.084,0.5956452566261095,0.5495124634821869,[7, 2],2118833551166007766554488002244333322770088886611334411775566773366447777440000445500553384663377131,1
553,74.681,1.5169512094537363,0.5479189589103464,[7, 3],344110022551122664400887766558844663322880033553388882277116611557755660066881111774444267071318040500,2
554,72.889,1.515981871583347,0.5469704442842509,[7, 4],4880066443311775588220022556611336688551144777733886633555500332233005544222244118844553100400,2
556,85.876,0.5983714138684092,0.5496452555298402,[7, 6],611448822331155550000663388774422775511008833664455221188668844777733004444002255441055666622665533558888170,1
557,79.968,1.4774324742155558,0.5464772166786812,[7, 7],733886611880022331155556644220044662255884400110055776666330033668888224477443322112277113354822266500,2
558,75.642,1.053524706675869,0.5377319118260804,[7, 8],8550022664433221100334455667722888811114466004477553366887766116655224400662222777711884488063,2
559,89.239,0.7808662833613501,0.5146260955343931,[8, 0],01166332244557733772288550066441111442277660033558811221100553366665544662233888822220077778864447744334400448877000027184,2
560,76.447,1.4441122824969246,0.5162954812763213,[8, 1],12233004433777766554466110055228833224455008800116677887733440022227722668888556633117755771188462535551707458,-1
561,77.13,0.5985661755537739,0.5121599575065447,[8, 2],22266335511004488117755007744336655664477333377778833888844224444114400220033000011221155331133234,2
562,90.119,0.6856815617137807,0.5281519141025155,[8, 3],36600110044227755221166447788553333118822557700668844662244117766667733555588887777445566507712005866122,1
563,83.676,0.9433245127124678,0.5425124255416018,[8, 4],42233116655007733221155886677004466110088555544887722226622001188003377440066005533556644551144778888217,1
564,88.867,1.5000402059412776,0.540349812194104,[8, 5],511334477002266220077114433668888335577445500115555448822556600553333004422332222776633775586428212403310638080078737772,-1
565,78.013,1.149818092380621,0.5272223697689419,[8, 6],644331122774455005588007722663322557733441166554444001100008877883377004488442200333300223388881188524,2
566,102.847,0.7446597599267454,0.5410327427248928,[8, 7],7114466552200331133778822664400005577225588668844442233553322224411556600111122110022875511847733006611667700777746333387604,1
567,97.89,1.404763191708808,0.5302196759874037,[8, 8],82244007711331166336677555522004444330066115577883344881188665588551111222255335566887740228800117777337766432277221147050,2
568,68.319,0.7313025627756465,0.5400842280987973,[0, 0],02233774411552266668877338800445511886622554477556655335555005588222244221122008833228888548,1
569,90.286,1.381126100691623,0.5292901316538301,[0, 1],1006655883344778822553311667722448877332200554411333355775555668888552288446666336622664422774452330000280,2
570,69.453,0.6323131007524118,0.5337291801039572,[0, 2],28855337744661122005588336677113388221111445577665544008811664433447755224488777733115511084,1
571,99.161,0.8717309223579042,0.5155366695754449,[0, 3],366882277441155447733118866225500006633887700445577117722334444333322228811335566660022005555337300888100111122116674661144824,2
572,86.454,1.067379770395793,0.5340327047843078,[0, 4],4223311337755116622554488668877110066445500881177332277884433552211555533003333661111224400556633444655776677214,1
573,97.149,1.4592385213994092,0.531642447926547,[0, 5],577442266331188008811337755224466886622004411773355116677776655334488885500772233000033883333258824006877155700184443602,-1
574,101.099,1.4647170852286708,0.5252873999317069,[0, 6],63377551100228811224466445588778833003355441155772266776611447744886600882233888841118800773333662200153315550047071565234853277,-1
575,85.602,1.0041095259261161,0.5395910004932276,[0, 7],7221188554455662233886633117700444477114411000022008811222255115555332288003333661166558822448055027,1
576,96.689,0.6647444042228602,0.5448457715217969,[0, 8],84455227766775533331122118866440033558800446688772244337777883366113300114488885544773388116625557745665600770068210,1
577,88.591,1.1835895961173708,0.5301817354023599,[1, 0],01133220066448877225533556688447700337744118855882266667711550044663344000022444422228800888866005274531111707,2
578,87.538,0.647815447821588,0.537390446560686,[1, 1],177336655880055224422008877664433338866771155448822330066662255661188557788881122660000228844555537004400141,1
579,102.559,0.613338251106134,0.5404067230716698,[1, 2],2883300443366558877002211774455005533886644776611556666773377223333116688882277884422225066224466008800335443410000111146318,1
580,103.529,1.51340117867768,0.5388890996699169,[1, 3],3007755221188223344660088776644556611225577440066667777114444778855117733772266554422881155883311022248880688450203835326216363311,-1
581,81.409,0.9129556325846906,0.5558864817695489,[1, 4],4668877000033227722665544335588118822330011775566440022116611112288551133334444115522538888666622042,1
582,63.531,0.5942129420894626,0.5566452934704254,[1, 5],522664433005577770088118822334466775500776611220000665511116633887788444455447744817,1
583,94.056,0.5762136369855497,0.5574799863413894,[1, 6],6665500774488221100335588772244333388552266227700115533002222888811118844117777661133112566004477580057334466814,1
584,101.223,1.4182523764226973,0.5500436316728003,[1, 7],755330088222244668877331144006655003344771122556644883333886677228811110055888800221166115511885522777742004620778840113006066,2
585,85.543,1.5005996970717725,0.5483552756383503,[1, 8],8003377776644112222553355446688662200550044883311774433665511114477113388881155885555228822444100833300200,2
586,96.303,1.2710161859424438,0.5345259323898774,[2, 0],0661177334422555511448800885577663366441133228877003355005533004455667722112266886600771108337744338844446651666622722,2
587,85.461,0.6282870205701971,0.5381113176765185,[2, 1],17733006611448833557722558800446633447711885566776666550088662233332277002222443377774400116680331122800,1
588,86.758,1.3819359623586844,0.5363470804719809,[2, 2],24400661144335511887733007788665533115566447700882277668844221122552200226666005544111166223322863373410506757363817135558,-1
589,79.449,1.0057871412460473,0.5161057783511022,[2, 3],36655881100883377554444227744118800666633003311225577664488770055001111440022885511773322634523335861338888216,2
590,81.501,1.0282231077113955,0.47308115491140873,[2, 4],40077113355220066668888775533445566443311008833332222336633772255773388558811776611880266777788660111441124684,2
591,100.045,1.3808554874134937,0.4763630155176993,[2, 5],5443300887711226611557788660000773344221166553388446677004400666622880011888855668822227755551177772633332133664148135020537318303,-1
592,95.925,0.7686326494394444,0.45067723944303223,[2, 6],6440077885555118833223311446677006655771100338822884444330000220055662277773355336600888866887755881155225501337722422,2
593,83.82,0.7803609797472988,0.4256174830215882,[2, 7],766667711445588338822004433005511335577441188002266888855661111664444663344881122336600777733770066584,2
594,105.679,1.3967738955368327,0.4438858747201882,[2, 8],85500114488667733220055661177664444337788331122446655110077008877440000668800447777558844116633334455338811555525772425413366282,1
595,86.924,0.7058109537584849,0.42819744280456806,[3, 0],04455228866113311007777225544882266008855776677442222112244443366558811441188000033883322346666316644005500151,2
596,98.107,0.7050347202915709,0.4064385172819365,[3, 1],144775566220088883300446611552277336600001177771111003344007788558844228811222233772211333388225511680022444412605,2
597,87.997,1.3417065659969858,0.4279697992943051,[3, 2],21177440055886666004455337711228844770011665522773388335544441100222200006688111144664488880088551622557777887755626,1
598,93.574,1.445781517784972,0.43578555981333233,[3, 3],32266114400777788884455110000552244336666221188557733444488775555001155668822772222880044225588660547620231374121670711711,-1
599,86.87,1.0016321165117796,0.4849375877376029,[3, 4],41122660000772288551166778833554477008800442222111144666622332255227711556655557744443311337766445244086,1
600,98.826,1.117065884454463,0.5183822134537315,[3, 5],500662211228833441144776677880077008855557722223333888822553322773377552244336633117777448844666688115588660302611101318,1
601,84.074,1.1149466107881696,0.4682247600257996,[3, 6],61177884455115500227744006688223333005544112266770044665555888800008866332244448811331144338833401166662222085,2
602,86.919,0.9415087503816032,0.4120916644534659,[3, 7],7228866554400115566338811227700442200551177443366883355002244557733441111660033006644888800885588776188271,2
603,82.092,1.18613658070926,0.43937094509997343,[3, 8],8774422556688004400117711665522330033448866772244443311337700006611005555111188554466660088882477883777307766462,1
604,83.049,1.0138908856021782,0.49630079295822743,[4, 0],08833221166667733117788004422555522338877553366110022441188886655885577001122660055003333776622220822763,1
605,100.7,0.8970893236885172,0.5489623249990515,[4, 1],133008822336655771144770055662288006633558877224422000044550011007766115511777755443333111124002888553344668866774444883388466641816,1
606,91.064,0.7482421024247395,0.5588458474029669,[4, 2],21100336688001177773322558855664444008866553311227788337755774411330022220055000077006633888811882288476666115555211,1
607,88.928,0.6797685595792489,0.5626778464923929,[4, 3],30088772211550055336677446688112222776655441133884444555577551144220033334477332266660011771166337700661100007242825646223350204,1
608,89.998,0.5936111642035538,0.5632279849755283,[4, 4],41188003333775511552288226666007733446677002255006688774477112244883311330088881111001177772233222360504008416851476,1
609,85.084,1.1123153081897352,0.5487157111962666,[4, 5],5770033226655661188113344227755001144883366002288774400558822223388666688880077110000873333541111667722430,2
610,72.733,0.6593464960992442,0.5547103236331904,[4, 6],611330088777755228866441122335500774422665588551100222200443333778888440000667733111177116833480,1
611,97.072,1.5125578849279333,0.5520734529726449,[4, 7],71133552255003388662211887766005544112222443344227777448833007700884455337755881100667788000044664633666655711015131566861553302,-1
612,99.643,1.3598721448559161,0.5436316728003946,[4, 8],822550033001133776611667788554422006622883344117755881111005555223333665577335533227722445566002222668800007478886666440044644,2
614,87.406,1.1487164937940924,0.5278483894221649,[5, 1],1667722444400883322337755886600111188445500663366225577888855448877333344338800004466110033114411202744276,2
615,107.029,0.9731321906420942,0.4428235383389612,[5, 2],2006633772244771188551144003388662277665544110088330077880055773311334433332211117744222233577753667166888844445600446668225268781,2
616,83.129,0.6945029769987758,0.4196418408771863,[5, 3],3116644778800334466117722882255442277660000771133881111555522445566663300551144440066222233335577008433265,2
617,107.924,1.1054519232248612,0.4924877641613234,[5, 4],4771100882233661166883322774400552200338844667755117788006600773355558855334433115500228888118871445574221244886624464633766,1
618,93.044,1.027896509527663,0.5390029214250484,[5, 5],50077441122668866337700118822334400225566773300884488111155777722003366006666446655332222883388005544771244245440400,1
619,77.256,1.061548611338249,0.4950866942368251,[5, 6],63388441122447788551166220077330055440022887711774433668833113344552277001111006677222266442236544460448032125,2
620,78.47,0.9011587222887706,0.5358538528664112,[5, 7],7004411226622118844336633887755000011442288668833007777881155554455888822776677337716647728048464044,1
621,98.337,1.095665658202648,0.4583222673293622,[5, 8],8003322117700446677888844335511662244220077552233118855002288773300666600001100886644111144445544871126374136805721576,2
622,80.887,0.878362773852987,0.41696702963159693,[6, 0],033441188225577332288774455664400112277113300885555447755338811448800006622111100550022665522220422484,2
623,80.512,1.074076210773162,0.4613575141328679,[6, 1],144002277003333885522446688775511336644881100772211554477888822886677776633008833222233771177350,1
624,90.541,1.0139402614497264,0.5340896156618735,[6, 2],2557744110066338800224477885511553333226600445555882277664433775522331111335566112211446688334488772222081177384,1
625,88.208,0.9685641258211674,0.4572599309481352,[6, 3],3110055772200882244338855446677112288004455113366887766440077442222332211552255334478886622661178441144460,2
626,92.543,0.8707824621063931,0.41340061463747774,[6, 4],40077223322114488668877335555112200447711003388118844554422225500006655660055888822666677552244146622883788043,2
627,88.801,0.7502319879046443,0.39257123344841977,[6, 5],54466770011880022337755113388224488664433115522777722000055881111660033330066228566112211447733440087444424566,2
628,97.449,1.1570371930048684,0.44608642865272985,[6, 6],6113355447711002277888833004455222288553344001177008822550077221111555511444433332233116600667744665566820244218,1
629,86.859,1.4097375129820533,0.45016504154494064,[6, 7],71144006655880033112288772244335500445511663300770055446644226666113333662222332211555566882255338833444522785578488862081,-1
630,73.082,0.7196498902336596,0.4311378381454642,[6, 8],8114422556600771133772233554488001177883366220055550044775511886611666655224411258333440324645,2
631,97.721,1.1046959860320098,0.5110217399552301,[7, 0],00077335544116622558833331188446600228877445566112244442233447722110011550055111177555577665522003866308888227711368,1
632,81.467,0.8913131898214158,0.444568805250977,[7, 1],111553366228855008844330044772266441188663377338888220055661177444422110011227766552244557755446144800,2
633,85.854,0.8979485835386616,0.5269567856736351,[7, 2],2551144331188005566778822003344666633550022448811774411337755222277660066888844000011008855558866228831226655315,1
634,85.886,0.6500875228628953,0.5361384072542399,[7, 3],34466558800227711443300556688221111336677442266332288441166444455440011555500770066000088117762225511020,1
635,84.968,0.7567458173609397,0.5433850589976097,[7, 4],43366550022118888003311552266772255664488440077113355442288224411112277330055110011770000885533337755804,1
636,93.232,1.3369170706002653,0.5338999127366544,[7, 5],522440088113377663322664488550033661155772211004433446666007711227700116688222288777733118846774111438800220066251,2
637,93.045,0.7521442171073158,0.4683006411958872,[7, 6],666884411774400335511228855332200001166448822772244333388886600555500445544665588006611442266330081556111825522134,2
638,76.227,0.7575894655181261,0.44014872709337177,[7, 7],7004455883311332288661166442200550077337766888811555522112255118844443333882244666600663366780,2
639,90.651,0.671744083313617,0.47791857950449596,[7, 8],8551122443344550088336611667700332277668800001155888844005522887777447722226666448822330044442211775863881111306,1
640,77.884,0.7160751042276977,0.4321812042341693,[8, 0],02266445533115511447777336688220055884400771133770000444433003388778888554422448866776662775577421,2
641,94.412,0.6147968495571453,0.4212163751565049,[8, 1],166550033227700775544336688442211886622331144006677115533004455226611117788557744112222001100225588882288008877224666051136456,2
642,77.658,1.4652257234807549,0.437986113745874,[8, 2],244881177003366113300555566772222558844774400446633776600886666888800116655220022662211007388534,1
643,91.811,0.8779503316451257,0.3849831164396555,[8, 3],34422551177660000338844667755662222115577110044887777331144770077881166112277220055553355885503336633724656488806882663032,2
644,92.947,1.4979313780397436,0.3879424820730736,[8, 4],42277110033661155554466883388772200002266773322880088885588117777886666006655111144774411664400445563770433075577612,1
645,78.291,0.6257021693484608,0.3846226808817392,[8, 5],533117766330044001166772255224488665588223366661188111133887777334455770088003355446644333371456600700,2
646,88.038,0.6012065798204116,0.3839018097659066,[8, 6],61122330011772244770055664433885522551100887733667744882222775544003377113344114422888800006200778833115500421,2
647,92.117,0.5679533130214464,0.3835034336229465,[8, 7],7006688115522005566224411337744338833007711442277665544002222885577553355110088666677882488001111864456003366116633412,2
648,83.097,1.5312941101991775,0.3839397503509504,[8, 8],844556611220044775500336633117722662277008833771100666688001166005544335533334444118855558861448872881244240,1
649,84.945,1.4684180904131676,0.3858178093106196,[0, 0],02211553377882244661166447733558844880066227711004411774455113311885566887755440088334445552600338888167,1
650,79.178,1.4931087093035416,0.387430284174982,[0, 1],12266448833550077887755331144662222445566773300447744441188881166885588663333777722332211552204225555140,1
651,94.944,1.5080087567973086,0.38911864020943204,[0, 2],26677334488558811445500112277663322331188440055662211666644665522003333557744777788770066007244336688680048225540800,1
652,117.528,1.5162848808170146,0.39145198618962707,[0, 3],377446622118811225555447766330088884400553311660022227777110011448822668855666677336644445522443355770000442615141340665508732388633808358,-1
653,98.696,0.6375241061847854,0.3855332549227909,[0, 4],41177558811663322662200884477337744448888664455668800660033338833553366550011005544002288555511552222330004334466111188214,2
654,87.803,0.5716395512605182,0.38505899760974316,[0, 5],511118822442266887766330033557744778833660022552288661144332200006677334455665500771177555588116644008855441121584,2
655,90.915,0.5690706301590874,0.38466062146678304,[0, 6],644331188885500775522667711332244776633004444882211551144666622557733660088777788668818335555470033884800022272034,2
656,81.703,0.5861751654289262,0.3840725423986038,[0, 7],75522118833443366446677115500228811663322005511774477665577884488886622556600666688227722661000880037001235458,2
657,79.609,0.5896104808559556,0.3834844633304246,[0, 8],83322114477446611553355668800772255441177773311003388660000448822002233666633006677881133337711885588775555122,2
