iteration,loss,accuracy
1,0.7372109667531898,0.053647987251963423
2,1.4593646064493497,0.053647987251963423
3,1.159911086060868,0.053647987251963423
4,1.098612288668109,0.053647987251963423
5,1.098612288668109,0.053647987251963423
6,1.0986291556606753,0.053647987251963423
7,1.0986122886681087,0.053647987251963423
8,1.0986122886681087,0.053647987251963423
9,1.0986122886681084,0.053647987251963423
10,1.0986122886681087,0.053647987251963423
11,1.007766625391084,0.053647987251963423
12,1.1834260371648342,0.053647987251963423
13,1.099453003969938,0.053647987251963423
14,1.098647927998646,0.053647987251963423
15,1.0986122886681087,0.053647987251963423
16,1.0986131371781542,0.053647987251963423
17,1.0986122886681087,0.053647987251963423
18,1.0992411029213196,0.053647987251963423
19,1.0986122886681087,0.053647987251963423
20,1.0986122886681087,0.053647987251963423
21,1.098612288668109,0.053647987251963423
22,1.0986122886681087,0.053647987251963423
23,1.0986122886681087,0.053647987251963423
24,1.0986122886681087,0.053647987251963423
25,1.0986338912217368,0.053647987251963423
26,1.0986122886681087,0.053647987251963423
27,1.098612288668109,0.053647987251963423
28,1.098612288668109,0.053647987251963423
29,1.0986122886681087,0.053647987251963423
30,1.0986122886681087,0.053647987251963423
31,1.0986122886681087,0.053647987251963423
32,1.0986122886681084,0.053647987251963423
33,1.0986128487433817,0.053647987251963423
34,1.0986122886681087,0.053647987251963423
35,1.098612288668109,0.053647987251963423
36,1.0986122886681087,0.053647987251963423
37,1.0986122886681087,0.053647987251963423
38,1.0986122886681087,0.053647987251963423
39,1.0986122886681087,0.053647987251963423
40,1.098612288668109,0.053647987251963423
41,1.0986122886681087,0.053647987251963423
42,1.0986122886681087,0.053647987251963423
43,1.0986122886681087,0.053647987251963423
44,1.0986122886681087,0.053647987251963423
45,1.0986122886681087,0.053647987251963423
46,1.0986122886681087,0.053647987251963423
47,1.0986122886681084,0.053647987251963423
48,1.0986122886681087,0.053647987251963423
49,1.0986122886681087,0.053647987251963423
50,1.0986122886681087,0.053647987251963423
51,1.0986122886681087,0.053647987251963423
52,1.098612288668109,0.053647987251963423
53,1.098612288668109,0.053647987251963423
54,1.0986122886681087,0.053647987251963423
55,1.0986122886681087,0.053647987251963423
56,1.0986122886681087,0.053647987251963423
57,1.098612288668109,0.053647987251963423
58,1.098612288668109,0.053647987251963423
59,1.0986122886681087,0.053647987251963423
60,1.0986122886681087,0.053647987251963423
61,1.098612288668109,0.053647987251963423
62,1.0986122886681087,0.053647987251963423
63,1.0986122886681084,0.053647987251963423
64,1.0986122886681087,0.053647987251963423
65,1.0986122886681087,0.053647987251963423
66,1.0986122886681087,0.053647987251963423
67,1.0986122886681087,0.053647987251963423
68,1.0986122886681087,0.053647987251963423
69,1.0986122886681087,0.053647987251963423
70,1.0986122886681087,0.053647987251963423
71,1.0986122886681084,0.053647987251963423
72,1.098612288668109,0.053647987251963423
73,1.0986122886681087,0.053647987251963423
74,1.0986122886681087,0.053647987251963423
75,1.098612288668109,0.053647987251963423
76,1.098612288668109,0.053647987251963423
77,1.0986122886681087,0.053647987251963423
78,1.0986122886681087,0.053647987251963423
79,1.098612288668109,0.053647987251963423
80,1.098612288668109,0.053647987251963423
81,1.0986122886681087,0.053647987251963423
82,1.0986122886681091,0.053647987251963423
83,1.0986122886681087,0.053647987251963423
84,1.0986122886681087,0.053647987251963423
85,1.0986122886681087,0.053647987251963423
86,1.0986122886681087,0.053647987251963423
87,1.098612288668109,0.053647987251963423
88,1.0986122886681087,0.053647987251963423
89,1.0986122886681087,0.053647987251963423
90,1.0986122886681087,0.053647987251963423
91,1.0986122886681087,0.053647987251963423
92,1.0986122886681087,0.053647987251963423
93,1.0986122886681087,0.053647987251963423
94,1.0986122886681087,0.053647987251963423
95,1.0986122886681087,0.053647987251963423
96,1.0986122886681087,0.053647987251963423
97,1.0986122886681087,0.053647987251963423
98,1.0986122886681087,0.053647987251963423
99,1.0986122886681087,0.053647987251963423
100,1.0986122886681087,0.053647987251963423
101,1.0986122886681087,0.053647987251963423
102,1.0986122886681087,0.053647987251963423
103,1.0986122886681087,0.053647987251963423
104,1.0986122886681084,0.053647987251963423
105,1.0986122886681084,0.053647987251963423
106,1.0986122886681087,0.053647987251963423
107,1.0986122886681087,0.053647987251963423
108,1.098612288668109,0.053647987251963423
109,1.098612288668109,0.053647987251963423
110,1.0986122886681087,0.053647987251963423
111,1.0986122886681087,0.053647987251963423
112,1.0986122886681087,0.053647987251963423
113,1.098612288668109,0.053647987251963423
114,1.0986122886681087,0.053647987251963423
115,1.0986122886681087,0.053647987251963423
116,1.0986122886681087,0.053647987251963423
117,1.0986122886681087,0.053647987251963423
118,1.0986122886681087,0.053647987251963423
119,1.0986122886681087,0.053647987251963423
120,1.0986122886681087,0.053647987251963423
121,1.0986122886681087,0.053647987251963423
122,1.0986122886681087,0.053647987251963423
123,1.0986122886681087,0.053647987251963423
124,1.0986122886681087,0.053647987251963423
125,1.0986122886681087,0.053647987251963423
126,1.098612288668109,0.053647987251963423
127,1.098612288668109,0.053647987251963423
128,1.0986122886681087,0.053647987251963423
129,1.0986122886681087,0.053647987251963423
130,1.0986122886681087,0.053647987251963423
131,1.098612288668109,0.053647987251963423
132,1.0986122886681087,0.053647987251963423
133,1.0986122886681087,0.053647987251963423
134,1.0986122886681087,0.053647987251963423
135,1.0986122886681087,0.053647987251963423
136,1.098612288668109,0.053647987251963423
137,1.0973662470307097,0.053647987251963423
138,1.0986122886681087,0.053647987251963423
139,1.098612288668109,0.053647987251963423
140,1.0986122886681087,0.053647987251963423
141,1.0988332791776028,0.053647987251963423
142,1.0986122886681087,0.053647987251963423
143,1.0986122886681087,0.053647987251963423
144,1.0986122886681087,0.053647987251963423
145,1.0986122886681087,0.053647987251963423
146,1.0986122886681087,0.053647987251963423
147,1.0986122886681087,0.053647987251963423
148,1.098612288668109,0.053647987251963423
149,1.0986122886681087,0.053647987251963423
150,1.0986122886681087,0.053647987251963423
