iteration,loss
1,0.013626066615345912
2,0.01362030727409035
3,0.013639566362435013
4,0.013703838745249077
5,0.013731679869828688
6,0.013763053689157456
7,0.01373927791201718
8,0.013722211407415162
9,0.013747756309512018
10,0.013769417885736605
11,0.013750328039920412
12,0.013732341630960735
13,0.013713525506021146
14,0.01371511893262367
15,0.013735781008953467
16,0.013718557605730496
17,0.01370505906879564
18,0.013713031316435823
19,0.013713989702981863
20,0.013727685693513264
21,0.013709132256471681
22,0.01370965303374163
23,0.013707690498243854
24,0.013707106838938063
25,0.013691141903874642
26,0.013696883974776546
27,0.013697480464088753
28,0.013697857837387988
29,0.0136903479514758
30,0.013682389958675214
31,0.013680920636702735
32,0.013678257330878551
33,0.013670823711876478
34,0.013654744977913564
35,0.01367657611861621
36,0.01366775306127257
37,0.01364524127652785
38,0.013648668316568512
39,0.013657736122014196
40,0.013627695985291408
41,0.013623168456754094
42,0.013674010297890067
43,0.013631605058013441
44,0.013660936199575235
45,0.013626083739435538
46,0.013655218380245951
47,0.013615864039724245
48,0.013590105036001726
49,0.013581341490063811
50,0.013597818413261792
51,0.013542720216002157
52,0.013618528774529954
53,0.013587847781879542
54,0.013655104332259823
55,0.013550340454999664
56,0.013471271382170524
57,0.01361703529946124
58,0.013579154972902248
59,0.013516435025010829
60,0.013546231091434888
61,0.01353802061150608
62,0.013539916883597201
63,0.013576957518525008
64,0.01361685746152211
65,0.013470759070951365
66,0.01353126005975753
67,0.013507937235404648
68,0.013533976509246743
69,0.013476459705709203
70,0.01355029178598583
71,0.013531672724642606
72,0.01344221141745399
73,0.01351874685497372
74,0.013501498130556074
75,0.013500751609076383
76,0.013510147242202829
77,0.013522196870324375
78,0.013519180054325165
79,0.013452452580504981
80,0.013471103783890869
81,0.01347101517303157
82,0.013464778822659363
83,0.013489611897026821
84,0.013480112972300102
85,0.013459577721003226
86,0.013485832278735062
87,0.013402890868336728
88,0.013526800937469908
89,0.013424581305178745
90,0.013472698450657584
91,0.013515760415564234
92,0.013548272396421654
93,0.013434755427162428
94,0.013455997926862305
95,0.013332369843589641
96,0.01350085716077009
97,0.013346346938082822
98,0.013353800784123683
99,0.013482071376000545
100,0.013423528346385688
101,0.013462134398596266
102,0.013354240896553281
103,0.013469468486323194
104,0.013397465737977194
105,0.013446060836544467
106,0.013364818232778424
107,0.013379878518029362
108,0.013374796307360017
109,0.013374240847439059
110,0.013403370920004641
111,0.013412345372348982
112,0.013379229401087033
113,0.013360328041880809
114,0.01334452384145453
115,0.013345024610802534
116,0.01346386858688089
117,0.013438188646396197
118,0.013430996531893634
119,0.013467759607597633
120,0.013442209003315718
121,0.013361422407263289
122,0.013414591224128322
123,0.013357639445973417
124,0.0132508878622092
125,0.013323129073507092
126,0.013328775819256906
127,0.013277621762692017
128,0.013365352718877318
129,0.013434242776971625
130,0.013375369996875212
131,0.01334830636239845
132,0.013437506081673945
133,0.0132789255758712
134,0.013311489540256979
135,0.013392071325123156
136,0.013304516206841066
137,0.013327114791350717
138,0.013404854946063836
139,0.013410889276655315
140,0.013244329982444415
141,0.013456236072047987
142,0.013393085925433541
143,0.013304997656364398
144,0.013273670037993497
145,0.013362630018225049
146,0.013353352469413821
147,0.013371221308965689
148,0.013294309986236309
149,0.01334694292088177
150,0.01325505493009019
151,0.013397096269507887
152,0.013303258060402112
153,0.013324787550683882
154,0.013314058028260405
155,0.013349154142095511
156,0.01327324387058117
157,0.013290449482406078
158,0.013268650429224385
159,0.013196041893038843
160,0.01333021367380548
161,0.013326525902171411
162,0.013289270514431902
163,0.013417141060481455
164,0.013308943295758238
165,0.013358619830259804
166,0.013178604480308312
167,0.013251537672589712
168,0.013278295551033966
169,0.01321243960676686
170,0.013292842119878509
171,0.013337041475629441
172,0.013297987560337033
173,0.01340476669342527
174,0.01337805337426597
175,0.01328959092777921
176,0.013413449390368513
177,0.013206353209796995
178,0.013275934418188376
179,0.0133209038794689
