iteration,loss__0_15,loss__15_30,loss__30_45,loss__45_60,loss__60_,accuracy__0_15,accuracy__15_30,accuracy__30_45,accuracy__45_60,accuracy__60_
24,0.9257505102477163,0.8496937511020347,0.8109526350385938,0.722481239708045,1.005936657850829,0.5305697942203402,0.5232102617438031,0.5524700988039521,0.6771009459397705,0.6262376237623762
25,0.9358134294847252,0.9122459370393423,0.793929889336845,0.6847373232867212,0.8137173176388754,0.5457618304732189,0.5343387068816086,0.5344080429883862,0.6564913403098296,0.6328382838283828
26,0.9182302258953686,0.8704799106823485,0.7809395368033892,0.7346422906915135,0.9401077269177296,0.5023772379466607,0.5312532501300052,0.5377361761137112,0.6576337796463008,0.6229372937293729
27,0.9131889196754873,0.8892865229153294,0.747237232481276,0.703617056644517,0.8250174979294819,0.5104004160166407,0.512359161033108,0.5170046801872075,0.6419595119499154,0.650990099009901
28,0.940382999776991,0.8652237794230031,0.7712764601629124,0.713919159039624,0.870446178806592,0.5228437708936929,0.4949211301785405,0.5184607384295372,0.641182653201115,0.6163366336633663
29,0.9140781291877509,0.8627597874300191,0.7476263912231692,0.690173169079636,0.7828921099977167,0.5078746006983137,0.5008840353614145,0.5245276477725775,0.6486770552483663,0.6245874587458746
30,0.9044794128956621,0.8266059479812394,0.7703591851828725,0.6995778518291568,0.6957865533472777,0.51333481910705,0.5156179580516554,0.5430403882821979,0.6470319426038478,0.6122112211221122
31,0.9278015246675275,0.8243018825639675,0.7304265958421935,0.6738271506093254,0.7474060533702825,0.45980982096426715,0.4517940717628705,0.4781071242849714,0.6461636887081296,0.6023102310231023
32,0.9231652577821096,0.8471948537266644,0.7438841783288145,0.6961256677551233,0.8462181756870246,0.5143005720228809,0.5225169006760271,0.5368694747789912,0.6688753827171777,0.6171617161716172
33,0.9074465103342098,0.8293310032178539,0.7515815033668383,0.7095282622395758,0.8345201666886821,0.5147463041378798,0.5307332293291732,0.5368348067256024,0.6563085500159942,0.6402640264026402
34,0.9331900481358888,0.8717077012516652,0.8132650781310644,0.717393600093316,0.809616056043524,0.5038630116633237,0.5339573582943318,0.5266423990292946,0.6595073801581136,0.655940594059406
35,0.9307763549776837,0.8432800910934918,0.7640280565210779,0.6881135438598143,0.738823302468809,0.5324641557090855,0.48840353614144566,0.4920090136938811,0.639674633276973,0.6476897689768977
36,0.9269170963597236,0.8457354728993309,0.7689248319680047,0.7186497567363097,0.9604550510136259,0.48933957358294333,0.506742936384122,0.5137112151152713,0.6469862450303889,0.6113861386138614
37,0.899852760175746,0.8408800816738533,0.7834251688161824,0.6994258186375368,0.7665411600862025,0.537738652403239,0.5420350147339227,0.5455364881261917,0.6599186583192432,0.6625412541254125
38,0.9190793205227892,0.8186899368321044,0.7795131922258227,0.7099356282871324,0.8412978179581201,0.5276725354728475,0.5291384988732882,0.5257756976945744,0.663345976328657,0.6386138613861386
39,0.8867205845834246,0.8566235901657003,0.8074874136010127,0.6924401237027176,0.8017576625264238,0.5186093158012035,0.5483099323972959,0.55600624024961,0.6639857423570809,0.6641914191419142
40,0.9080618620215678,0.8559442313552439,0.8025192837838965,0.7032915956765884,0.77006922221193,0.535732857885744,0.547408563009187,0.5418616744669786,0.6620207466983503,0.6452145214521452
41,0.8950330475909344,0.8655183690496338,0.7914520368991076,0.712891871471534,0.9142313069735066,0.5495505534507095,0.5683133992026348,0.5734789391575663,0.6808481469633962,0.6262376237623762
42,0.9290151246000846,0.8210882671281685,0.7727318864791726,0.6834972277073901,0.7718840813272704,0.49862565931208674,0.5170393482405963,0.5457098283931358,0.656674130603665,0.6460396039603961
43,0.8852074173481387,0.8039250170030001,0.7485696408719166,0.64976103300253,0.7470957231183967,0.5058688061808186,0.5260530421216849,0.5485526087710175,0.6503678654663437,0.5915841584158416
44,0.9036036814781642,0.8125243865682419,0.7669438929752833,0.7085732420413461,0.9922733062886577,0.5381472401753213,0.5242156352920784,0.537424163633212,0.6623406297125622,0.6600660066006601
45,0.898059617216961,0.8676185446330742,0.78466039128567,0.71011744173495,0.909932928880519,0.532947032167001,0.5523660946437857,0.5608250996706535,0.6647169035324224,0.6064356435643564
46,0.900949013340156,0.8523099421308132,0.7657623114760814,0.6808141333597184,0.9125161967637895,0.5525221008840354,0.543907089616918,0.5595423816952678,0.6614266782433853,0.6270627062706271
47,0.9156183032415971,0.8096957230240058,0.7323629563110206,0.6656506083071876,0.6465088683750037,0.5219151623207785,0.5309759057028948,0.537944184434044,0.6536580907553808,0.6014851485148515
48,0.9357140405322316,0.8538926059521132,0.7716066320312486,0.713464459783562,0.8667351340234242,0.5339127850828319,0.4933263997226556,0.4845553822152886,0.6421879998172098,0.6320132013201321
49,0.9149889124672551,0.8255004313281566,0.7415855725438195,0.6841091994410268,0.7669185667372206,0.5607310006685982,0.5449124631651933,0.5577049748656613,0.6595987753050313,0.6344884488448845
50,0.8960724304724987,0.8950232721460812,0.7868472326884909,0.6890001815142841,0.6687416851194392,0.5486962335636283,0.5455018200728029,0.5440110937770845,0.6574052917790065,0.6394389438943895
51,0.9380716688036178,0.8873059896932243,0.8216069127262688,0.7128531979006784,0.8163057534184835,0.549847708194042,0.5535794765123938,0.5530594557115618,0.6661792258831056,0.6344884488448845
52,0.9334870573367684,0.8361078755432797,0.7509140653018629,0.6829979496242301,0.8155954334795394,0.5488448109352946,0.5374934997399896,0.5472698907956318,0.6690581730110131,0.6295379537953796
53,0.8939218427008389,0.8234633830852083,0.7660912848274339,0.6786783598113034,0.7396426348952254,0.5157492013966273,0.5099323972958918,0.5205754896862541,0.6486770552483663,0.6575907590759076
54,0.9088308324019957,0.8415238894318129,0.7750731350424475,0.7049625429101769,0.8694710854967869,0.5330956095386673,0.5402669440110938,0.5198127925117004,0.6513275145089795,0.6501650165016502
55,0.9467358703842859,0.8658216283209104,0.8214747837343865,0.6857994034070167,0.7202506031390263,0.5608795780402644,0.5581556595597157,0.5406482925983706,0.6605584243476671,0.6493399339933993
56,0.926238906996467,0.8527110759744556,0.7751370086954993,0.6973141556848891,0.7470505854187177,0.5193893470024515,0.5040388282197955,0.5008840353614145,0.6545720422245579,0.6526402640264026
57,0.8941986245573891,0.8665561927757207,0.7897806495909753,0.6915635925968364,0.7497558106880438,0.5540450189436149,0.5470965505286878,0.5342693707748309,0.658502033542019,0.6295379537953796
58,0.8755051674940196,0.8222777379329528,0.7773946669233811,0.6818623759577663,0.7802454463582624,0.5447589332144714,0.5416189980932571,0.5451551395389149,0.6680985239683773,0.6410891089108911
59,0.9526384486411953,0.8448111890118015,0.7898555791266004,0.7334436673963665,0.8398215831037017,0.5415273753807295,0.5064309239036228,0.5119084763390536,0.6389891696750902,0.6410891089108911
